code,company_name,sector_33,fiscal_year,decision_anchor_date,market_equity_pti,moat_p,change_p,future_p,price_p,total_equal25,total_current_weights,total_3axis_nofuture,future_return_126d
1878,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,2025,2025-06-26,208292457891.0,45.590767559720305,44.426134058237125,22.12778429073857,93.84525205158266,51.49748449006967,45.498886877434344,61.28738455651336,-0.0255153274252978
1879,SHINNIHON CORPORATION,Construction,2025,2025-06-28,97385383800.0,53.15418213243366,41.59925318529533,22.12778429073857,73.79835873388042,47.669894585586995,44.05415703335756,56.183931350536476,0.2451153820081177
1882,TOA ROAD CORPORATION,Construction,2025,2025-06-27,69278510310.0,33.05597811788665,46.759742846600865,22.12778429073857,40.94372801875733,35.72180831849586,34.38662363705138,40.253149661081615,0.1807970160777725
1885,TOA CORPORATION,Construction,2025,2025-06-26,122556844840.0,26.140728586927757,59.25712809596101,22.12778429073857,62.33880422039859,42.46611129850648,38.64565652034994,49.24555363442912,0.9344960170989074
1887,JDC CORPORATION,Construction,2025,2025-08-23,39550108800.0,16.256140038265592,65.26507489400869,22.12778429073857,49.325908558030484,38.24372694526084,35.23033230590799,43.61570783010159,0.3102357889062823
1888,"WAKACHIKU CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-27,53144323020.0,30.117276469026784,16.352477375017248,22.12778429073857,47.508792497069166,29.026582657962944,26.887956446244296,31.3261821137044,0.1328502581623569
1893,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-21,258590439303.26297,10.229035364907048,30.438409211557115,22.12778429073857,31.27198124267292,23.516802527468915,22.0074453859839,23.979808606379027,0.7221063312927356
1898,"SEIKITOKYU KOGYO CO.,LTD.",Construction,2025,2025-06-27,53998432825.0,31.438115256326135,61.645959929918035,22.12778429073857,44.13833528722157,39.83754869105108,38.10201013968216,45.74080349115525,0.1351857118268311
1904,"TAISEI ONCHO CO.,LTD.",Construction,2025,2025-06-25,23633652690.0,38.83143883173825,53.23121376813916,22.12778429073857,65.62133645955451,44.95294333754262,41.43877084771101,52.56132968647731,0.2038017950598005
1909,"Nippon Dry-Chemical CO.,LTD.",Machinery,2025,2025-06-26,8493659460.0,70.55870423676964,70.42825697748974,86.48886283704572,97.3622508792497,81.2095187326387,79.32567199840449,79.44973736450304,0.822681157841836
1914,"JAPAN FOUNDATION ENGINEERING CO.,LTD.",Construction,2025,2025-07-01,12314552400.0,45.62233672383451,84.5298988839113,22.12778429073857,79.95310668229777,58.058281645195535,53.45047702769442,70.0351140966812,0.0657276897086316
1921,TOMOE CORPORATION,Construction,2025,2025-06-28,50327434344.0,62.04418081737506,53.6522989536714,22.12778429073857,84.78898007033997,55.653311033031244,51.38301128140293,66.82848661379548,0.4772727852581135
1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction,2025,2025-06-21,3055804772280.0,42.60599922938858,48.877892579960935,22.12778429073857,58.99765533411489,43.15233285855074,40.48925650114561,50.160515714488135,0.0632501485716015
1926,"RAITO KOGYO CO.,LTD.",Construction,2025,2025-06-27,127576806000.0,64.72175916352184,61.20599700159898,22.12778429073857,43.640093786635404,47.9239085606237,47.90237635467318,56.522616650585405,0.1978185091634952
1928,"Sekisui House,Ltd.",Construction,2025,2025-04-23,2094721519044.0,34.25533791103054,35.98978840513098,22.12778429073857,60.14067995310668,38.128397640001694,34.93348575477948,43.46193542308939,0.0677012295115249
1929,"NITTOC CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-21,45840473370.0,45.92517817774444,22.473469118275133,22.12778429073857,35.726846424384526,31.563319502785667,31.393282983771368,34.70849790680137,0.191541351580287
1930,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",Construction,2025,2025-07-01,32991963816.0,59.35475308961382,71.2099964756801,22.12778429073857,67.29191090269637,54.99611118968222,52.3410469684302,65.95222015599677,0.3153543277559867
1934,YURTEC CORPORATION,Construction,2025,2025-06-26,146729544294.0,45.72214069728069,76.5971063788284,22.12778429073857,53.7221570926143,49.54229711486549,47.56257765500502,58.68046805624113,0.3049129569395548
1938,"NIPPON RIETEC CO.,LTD.",Construction,2025,2025-06-26,43636395571.0,41.92307163229334,71.58051863370194,22.12778429073857,72.71395076201641,52.08633132968757,48.01747904963752,62.072513676003894,0.2904140946110634
1939,YONDENKO CORPORATION,Construction,2025,2025-06-26,61225799950.0,43.487433486708554,61.53031501645524,22.12778429073857,56.477139507620166,45.90566807538063,43.53871501349097,53.83162933692799,0.2315222518836979
1941,CHUDENKO CORPORATION,Construction,2025,2025-06-25,180566961695.0,61.212981315863544,83.19719652419703,22.12778429073857,70.07620164126612,59.15354094301631,56.31295905921981,71.49545982710889,0.3726933930819407
1942,"KANDENKO CO.,LTD.",Construction,2025,2025-06-24,671853063906.0,53.58828031306986,70.93569678661383,22.12778429073857,34.29073856975381,45.235624990044016,45.59235436325906,52.93823855647917,0.5524923555412715
1944,KINDEN CORPORATION,Construction,2025,2025-06-25,824214508260.0,55.71955984094422,70.59897868025405,22.12778429073857,36.37162954279015,46.20448808868174,46.45969234098687,54.23005602132947,0.6774674168756616
1945,TOKYO ENERGY & SYSTEMS INC.,Construction,2025,2025-06-26,41270287128.0,28.061814762658546,10.311743747347013,22.12778429073857,61.957796014067995,30.61478470370303,26.92848505496609,33.443784841357854,0.5036716291205827
1946,TOENEC CORPORATION,Construction,2025,2025-06-26,111747634600.0,33.46654281612807,54.174728399225465,22.12778429073857,64.85932004689332,43.65709388824635,39.95087823890036,50.83353042074895,0.6425370765527028
1948,"The Kodensha,Co.,Ltd.",Construction,2025,2025-06-27,21021775200.0,54.76627870279674,84.64568645004,22.12778429073857,68.2883939038687,57.457035836860996,54.4728995961509,69.23345301890181,1.1688210298098016
1950,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,2025,2025-06-21,153138500235.0,61.16647127784291,52.022161209720366,22.12778429073857,65.53341148886284,50.21245706679117,47.82382869633396,59.5740146588087,0.2573099683413524
1951,"EXEO Group,Inc.",Construction,2025,2025-06-25,374378561711.0,32.873444935073636,53.23090988069486,22.12778429073857,46.51230949589684,38.68611215060098,36.7849426623019,44.2055547705551,0.4625037327189418
1952,"Shin Nippon Air Technologies Co.,Ltd.",Construction,2025,2025-06-27,107180026250.0,63.63752572498173,69.72392328828454,22.12778429073857,46.33645955451348,50.45642321462958,50.11104275996424,59.899302855926585,0.3729525907497504
1959,KRAFTIA CORPORATION,Construction,2025,2025-06-26,417326119073.0,44.388385017035795,57.208867416888886,22.12778429073857,42.1746776084408,41.47492858327601,40.583269287820656,47.92397668078849,0.3222730219459058
1961,"SANKI ENGINEERING CO.,LTD.",Construction,2025,2025-06-26,69804642613.23633,61.10062484734616,89.5796172976432,22.12778429073857,84.52520515826495,64.33330789849822,60.042207839575966,78.40181576775144,0.4424148588277792
1963,JGC HOLDINGS CORPORATION,Construction,2025,2025-06-28,301976775954.0,16.428810687403598,59.514651676614506,22.12778429073857,37.07502930832356,33.78656899077006,32.00689580884481,37.67283055744722,0.6370548280152135
1964,"Chugai Ro Co.,Ltd.",Construction,2025,2025-06-17,24739170000.0,39.82577660755783,76.22379862786259,22.12778429073857,69.63657678780774,51.953484078491684,48.08750444462573,61.89538400774271,0.2818990454787744
1965,TECHNO RYOWA LTD.,Construction,2025,2025-06-27,78936182880.0,60.87210334025421,82.12185953856813,22.12778429073857,47.80187573270808,53.23090572556725,52.600712533846085,63.598612870510145,0.8668043301742283
1967,YAMATO CORPORATION,Construction,2025,2025-06-17,43432595452.0,55.79079379797395,74.58409751561031,22.12778429073857,55.158264947245016,51.91523513789196,50.29533754760308,61.84438542027643,0.1513420772785758
1968,"TAIHEI DENGYO KAISHA,LTD.",Construction,2025,2025-06-27,37938887251.32568,48.95877598219905,47.50635648176793,22.12778429073857,94.28487690504103,53.21944841493665,47.345288738079425,63.583336456336006,0.2066175773777514
1969,"Takasago Thermal Engineering Co.,Ltd.",Construction,2025,2025-06-18,227971451019.0,48.554132318750945,71.9607609421377,22.12778429073857,60.25791324736225,50.72514769974736,48.23345220548561,60.25760216941696,0.3202631623041942
1972,"SANKO METAL INDUSTRIAL CO.,LTD.",Construction,2025,2025-06-28,4919745600.0,60.816522929495385,58.95154520859929,22.12778429073857,99.15005861664713,60.261477761370095,54.49368726071708,72.97270891824728,0.1850863183099846
1975,"ASAHI KOGYOSHA CO.,LTD.",Construction,2025,2025-06-26,62843664000.0,44.310377258535276,70.35312637131207,22.12778429073857,50.468933177022265,46.81505527440204,45.09007003416352,55.04414560228988,0.4404345859233021
1976,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,2025,2025-06-26,72415387606.0,80.79786672398194,70.0675296726148,22.12778429073857,63.59906213364596,59.148060705245314,57.93443704261675,71.48815284341423,0.1316719003484276
1979,Taikisha Ltd.,Construction,2025,2025-06-27,84013011411.0,37.20043108626175,16.771132244888918,22.12778429073857,84.64243845252051,40.18544651860243,34.6876134422004,46.204667261223726,0.301206994003639
1980,"DAI-DAN CO.,LTD.",Construction,2025,2025-06-28,64026225705.02026,52.1521195046097,61.29605207733731,22.12778429073857,87.57327080890974,55.78730667039883,50.74397477927527,67.00714746361892,0.7741199196158117
1982,"Hibiya Engineering,Ltd.",Construction,2025,2025-06-24,40190052167.5,47.02231972357039,64.05114582184935,22.12778429073857,83.67526377491208,54.219128402767595,49.30910722599184,64.91624310677727,0.3239286958388956
2001,NIPPN CORPORATION,Foods,2025,2025-06-28,166982385861.0,48.55909803868555,35.4393448946657,22.12778429073857,79.98241500586167,46.527160557487875,42.06326317337291,54.66028597973764,0.1563211525555539
2002,NISSHIN SEIFUN GROUP INC.,Foods,2025,2025-06-24,495306390705.5,48.41235344400998,54.921012278739006,22.12778429073857,50.7620164126612,44.05579160653719,42.50659685200849,51.36512737847007,0.1455333351138528
2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,2025,2025-06-27,16329683120.0,60.48217482721774,43.13863475540043,22.12778429073857,93.2883939038687,54.759246944306355,49.5609055098173,65.63640116216229,0.0113118086434689
2004,"Showa Sangyo Co.,Ltd.",Foods,2025,2025-06-21,96083523580.0,39.93315781148985,34.151568281519324,22.12778429073857,75.23446658851114,42.86174424306472,38.44134468932503,49.77306422717344,0.019828469306609
2053,"CHUBU SHIRYO CO.,LTD.",Foods,2025,2025-06-24,45095787200.0,37.36089509542532,41.5789553698686,22.12778429073857,63.042203985932005,41.027459685491124,37.69767325620612,47.32735148374197,0.1569012541304648
2060,"FEED ONE CO.,LTD.",Foods,2025,2025-06-18,37744689168.0,32.649004681954686,37.8422099130863,22.12778429073857,79.1617819460727,42.94519520796307,37.767856461990455,49.884332180371224,0.0817479724815233
2108,"Nippon Beet Sugar Manufacturing Co.,Ltd.",Foods,2025,2025-06-27,29525688382.0,25.99969349917192,34.22246931020374,22.12778429073857,76.08440797186401,39.60858876799456,34.406521860303684,45.43552359374655,0.6237875099288905
2109,"Mitsui DM Sugar Co.,Ltd.",Foods,2025,2025-06-21,97756792200.0,50.70742237627475,53.161509828344855,22.12778429073857,52.46189917936694,44.61465391868128,43.01022433409525,52.110277127995516,0.1077614531455037
2112,"Ensuiko Sugar Refining Co.,Ltd.",Foods,2025,2025-06-28,9441630400.0,59.20367340278742,63.86146813794101,22.12778429073857,87.13364595545136,58.08164294672959,53.434851235860755,70.0662624987266,0.5436047392405585
2117,"WELLNEO SUGAR Co.,Ltd.",Foods,2025,2025-06-26,73734512400.0,55.24253688431604,66.62507481131831,22.12778429073857,63.071512309495894,51.7667270739672,49.32809190177035,61.64637466837675,0.2820013998577473
2121,"MIXI,Inc.",Information & Communication,2025,2025-06-28,235816110000.0,84.76033083486746,47.56374477416042,65.18171160609613,44.98827667057444,60.62351597142462,63.62179042641535,59.10411742653411,-0.1959132382317685
2127,Nihon M&A Center Holdings Inc.,Services,2025,2025-06-25,225610566112.37793,91.00012386532485,31.418332980929588,53.75146541617819,17.49706916764361,48.41674785751906,53.90462040482985,46.63850867129935,0.0420086979354887
2130,"Members Co.,Ltd.",Services,2025,2025-06-19,15435182100.0,41.054174623506086,75.7750078883709,53.75146541617819,16.148886283704574,46.68238355293993,49.807776926553686,44.326022931860514,0.0545906497147485
2146,"UT Group Co.,Ltd.",Services,2025,2025-07-01,6358801913.779022,54.97769669933806,62.595495342957605,53.75146541617819,99.47245017584994,67.69927690858094,63.188489996771764,72.34854740604852,0.3036732490061238
2148,ITmedia Inc.,Services,2025,2025-06-26,31616413000.0,91.91864966906851,26.2784861648715,53.75146541617819,18.31770222743259,47.5665758693877,53.018311400906775,45.50494602045753,0.0012399218382432
2153,E・J Holdings Inc.,Services,2025,2025-08-28,28602619680.0,64.28452014381784,33.847207925602646,53.75146541617819,68.02461899179367,54.97695311934808,54.07629049816852,55.385449020404714,0.0272094924007546
2154,Open Up Group Inc.,Services,2025,2025-09-23,154859536356.0,88.8209696588246,56.8361445458778,53.75146541617819,39.44900351699883,59.71439578446985,62.8981171865201,61.702039240567075,0.0362471894563043
2158,"FRONTEO,Inc.",Services,2025,2025-06-25,24755025898.0,67.98054348196192,60.692188310257244,53.75146541617819,7.79601406799531,47.555052819098165,52.862051857205635,45.48958195340483,0.4228934817170111
2162,nms Holdings Corporation,Services,2025,2025-06-27,9734805600.0,21.2430147935899,49.0672616969323,53.75146541617819,33.79249706916764,39.46355974396701,39.834034047538644,34.70092451989661,-0.0177515115843155
2163,"ARTNER CO.,LTD.",Services,2025,2025-04-25,19773906620.0,83.24662282242615,66.23718220863734,53.75146541617819,24.120750293083237,56.83900518508122,61.27683456770312,57.8681851080489,0.0900610959380963
2168,Pasona Group Inc.,Services,2025,2025-08-21,85108211800.0,23.594140696939892,10.045699422308981,53.75146541617819,40.41617819460727,31.951870932508584,31.77753341870376,24.68533943795205,-0.0602130270069101
2175,"SMS CO.,LTD.",Services,2025,2025-06-21,123195625000.0,71.79584215492143,45.84224227547307,53.75146541617819,23.212192262602578,48.650435527293816,52.606581679588544,46.950092230999026,-0.0606896561179408
2180,SUNNY SIDE UP GROUP Inc.,Services,2025,2025-09-26,11324431800.0,63.9129491583761,33.089370592856845,53.75146541617819,37.36811254396249,47.03047442784341,49.17688390217487,44.79014409839848,0.2187450860640492
