code,company_name,sector_33,market_cap_repaired,moat_p,change_p,future_p,price_p_repaired,price_p_asis,total_repaired,total_asis
6703,"Oki Electric Industry Company,Limited",Electric Appliances,300884400940.0,37.841190746140725,56.32134285873751,95.72083545593479,25.063678043810494,51.069791136016306,53.73676177615588,60.238290049207336
3723,NIHON FALCOM CORPORATION,Information & Communication,24147015300.0,84.55594713488884,31.530836635597478,66.17422312786552,20.32603158430973,51.069791136016306,50.64675962066539,58.332699508592036
6814,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,192814009400.0,74.27414318423092,81.88315566222023,95.72083545593479,43.78502292409577,51.069791136016306,73.91578930662043,75.73698135960056
3105,Nisshinbo Holdings Inc.,Electric Appliances,378313345858.0,34.951060209428825,39.99665122509349,95.72083545593479,37.086092715231786,51.069791136016306,51.93865990142222,55.43458450661835
9880,INNOTECH CORPORATION,Electric Appliances,57393539500.0,27.72976369616927,26.222693531283138,95.72083545593479,16.40346408558329,51.069791136016306,41.51918919224263,50.18577095485088
6490,PILLAR Corporation,Machinery,222355923180.0,80.5019353812501,42.432103588770445,88.18135506877228,15.970453387671931,51.069791136016306,56.77146185661619,65.54629629370228
6961,ENPLAS CORPORATION,Electric Appliances,114414506150.0,73.47595265215405,7.766143885695151,95.72083545593479,21.29393785022924,51.069791136016306,49.5642174610033,57.00818078245007
6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,334334900000.0,81.0963649276631,31.369090807612878,95.72083545593479,31.609780947529295,51.069791136016306,59.94901803468502,64.81402058180677
6419,Mars Group Holdings Corporation,Machinery,54922062800.0,86.65838312381847,95.76681364067645,88.18135506877228,84.46255731023942,51.069791136016306,88.76727728587665,80.41908574232087
7747,"ASAHI INTECC CO.,LTD.",Precision Instruments,997775300000.0,87.66987746803107,78.52028799464196,95.72083545593479,6.571574121242995,51.069791136016306,67.1206437599627,78.24519801365604
5214,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,518172847248.0,62.402002339175816,74.47270748451191,46.23025980641874,49.15944982170148,97.50382068262863,58.066104862951995,70.15219757818377
6866,HIOKI E.E.CORPORATION,Electric Appliances,178440922700.0,82.62523455344686,23.597616788524867,95.72083545593479,11.07997962302598,51.069791136016306,53.25591660523313,63.25336948348071
6996,NICHICON CORPORATION,Electric Appliances,266622421000.0,43.875225562279574,8.54116202489256,95.72083545593479,19.867549668874172,51.069791136016306,42.001193177995276,49.80175354478081
6925,USHIO INC.,Electric Appliances,361138218000.0,59.67702597003202,15.424820003348776,95.72083545593479,42.84258787570046,51.069791136016306,53.41631732625402,55.473118141332975
1948,"The Kodensha,Co.,Ltd.",Construction,100087056000.0,55.69135439922303,76.21627504604567,22.69485481406011,9.526235354049923,51.069791136016306,41.032179903344684,51.41806884883628
5706,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,3078692447680.0,61.10084302913569,70.36217000613942,78.62964849719816,5.705552725420275,2.1905247070809986,53.94955356447338,53.07079655988857
6136,OSG Corporation,Machinery,282985048731.0,58.9576385783951,34.632388234637496,88.18135506877228,34.71726948548141,51.069791136016306,54.12216284182157,58.210293254455294
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,94483739680.0,69.87315001404059,61.37107216609923,95.72083545593479,14.442180336220071,4.78858889454916,60.351809493073674,57.93841163265594
6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,24927454860.0,67.84702851273795,63.91893174080482,95.72083545593479,62.83749363219562,51.069791136016306,72.5810723354183,69.63914671137347
4099,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,283638144390.0,67.86137135411329,56.22640509013786,78.62964849719816,13.728986245542536,51.069791136016306,54.11160279674796,63.446804019366404
6480,"NIPPON THOMPSON CO.,LTD.",Machinery,157110645375.0,36.16613525258824,2.399034436568622,88.18135506877228,14.645950076413653,51.069791136016306,35.348118708585694,44.45407897348636
6877,Obara Group Incorporated,Electric Appliances,95928643200.0,65.62422792741351,32.31590109951443,95.72083545593479,51.630157921548644,51.069791136016306,61.322780601102835,61.182688904719754
7725,INTER ACTION Corporation,Precision Instruments,22887684300.0,83.24603597986324,21.681894290338786,95.72083545593479,24.91085073866531,51.069791136016306,56.38990411620053,62.92963921553828
7711,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,29118672000.0,79.65862605462516,71.8290450410225,95.72083545593479,8.201732042791646,51.069791136016306,63.85255964859352,74.56957442189969
7746,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,18504215685.0,48.237425745320564,22.882318468493608,95.72083545593479,3.565970453387672,51.069791136016306,42.60163753078416,54.47759270144132
6809,TOA CORPORATION,Electric Appliances,46157503725.0,61.88565308141204,51.366328068315006,95.72083545593479,54.814060112073356,51.069791136016306,65.9467191794338,65.01065193541953
6454,"MAX CO.,LTD.",Machinery,75379198640.0,78.57418277527746,55.83231009655634,88.18135506877228,83.8257768721345,51.069791136016306,76.60340620318514,68.4144097691556
7730,"MANI,INC.",Precision Instruments,172675192781.0,82.80557095023589,57.28219009878886,95.72083545593479,12.328069281711665,51.069791136016306,62.034166446667804,71.71959691024396
7716,NAKANISHI INC.,Precision Instruments,253701864000.0,76.95254425976047,57.73960484456103,95.72083545593479,22.643912379011716,51.069791136016306,63.264224234817,70.37069392406815
7722,"KOKUSAI CO.,LTD.",Precision Instruments,10559172000.0,44.86220414949733,78.57894736842105,95.72083545593479,68.16097809475292,51.069791136016306,71.83074126715152,67.55794452746737
6822,"Oi Electric Co.,Ltd.",Electric Appliances,7784800000.0,43.97178246804233,84.94379639448569,95.72083545593479,79.21548650025471,51.069791136016306,75.96297520467938,68.92655136361978
5802,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,10279702395780.0,43.73939270230231,72.21797733995646,84.66632705043301,8.6856851757514,2.8527763627101375,52.32734556711079,50.869118363850475
6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,187725375942.0,58.353674132338966,56.666266674108385,95.72083545593479,91.41619969434538,51.069791136016306,75.53924398918188,65.45264184959962
6508,MEIDENSHA CORPORATION,Electric Appliances,449571510400.0,51.347556605495186,66.80186415136463,95.72083545593479,17.26948548140601,51.069791136016306,57.78493542355015,66.23501183720273
6998,"Nippon Tungsten Co.,Ltd.",Electric Appliances,9947185920.0,51.833542982401084,18.60250041859686,95.72083545593479,60.77432501273561,51.069791136016306,56.732800967417084,54.30666749823726
6644,"Osaki Electric Co.,Ltd.",Electric Appliances,72308786940.0,41.3204121932483,56.41653178545515,95.72083545593479,45.211411105450836,51.069791136016306,59.667297635022265,61.13189264266364
6861,KEYENCE CORPORATION,Electric Appliances,19455386304480.0,91.42163774644835,48.2197912596975,95.72083545593479,6.469689251146205,2.39429444727458,60.45798842830671,59.439139727338805
6928,"ENOMOTO Co.,Ltd.",Electric Appliances,25667231400.0,24.45619667502234,4.95127532511023,95.72083545593479,28.935303107488537,51.069791136016306,38.515902640888974,44.04952464802092
6134,FUJI CORPORATION,Machinery,727779785808.0,68.73628755373872,5.417592230842217,88.18135506877228,9.220580743759552,0.6622516556291391,42.888953899278185,40.74937162724559
7740,"Tamron Co.,Ltd.",Precision Instruments,170195594400.0,84.78439358454808,59.42515488083943,95.72083545593479,37.59551706571574,51.069791136016306,69.3814752467595,72.75004376433465
6498,KITZ CORPORATION,Machinery,208922012334.0,56.840025542218704,34.81587319305687,88.18135506877228,32.654100866021395,51.069791136016306,53.122838667517314,57.72676123501604
6674,GS Yuasa Corporation,Electric Appliances,643588844678.0,45.9057191959826,63.08829603170173,95.72083545593479,32.272032603158436,4.839531329597555,59.24672082169439,52.38859550330417
6417,"SANKYO CO.,LTD.",Machinery,352934077500.0,94.33591520385983,63.514064854607355,88.18135506877228,69.17982679572083,51.069791136016306,78.80279048074007,74.27528156581394
6794,"Foster Electric Company,Limited",Electric Appliances,61590649200.0,48.433595651745826,74.68630351063237,95.72083545593479,68.61946001018848,51.069791136016306,71.86504865712536,67.47763143858232
4975,JCU CORPORATION,Chemicals,185164880070.0,92.95343479146251,35.25372551208349,78.62964849719816,16.12328069281712,51.069791136016306,55.74002237339032,64.47664998419012
7261,Mazda Motor Corporation,Transportation Equipment,706266701419.5,19.400069296004155,65.60858402634369,47.809475292919004,92.12939378502293,99.49057564951605,56.236880600072446,58.077176066195726
6853,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,23947064000.0,44.54192397781123,48.300803705977565,95.72083545593479,34.15690269994906,51.069791136016306,55.68011645991816,59.90833856893497
6787,"Meiko Electronics Co.,Ltd.",Electric Appliances,1002330454500.0,54.32195889601735,80.26011609086342,95.72083545593479,4.381049414161997,0.8660213958227204,58.67098996424439,57.79223295965957
6651,NITTO KOGYO CORPORATION,Electric Appliances,176851590000.0,54.164009370366415,76.59435173299102,95.72083545593479,42.562404482934284,51.069791136016306,67.26040026055662,69.38724692382713
6156,A-ONE SEIMITSU INC.,Machinery,10045620300.0,62.92277580022152,10.575347435396552,88.18135506877228,23.408048904737647,51.069791136016306,46.271881802281996,53.18731736010166
4022,"Rasa Industries,Ltd.",Chemicals,15614806000.0,63.99144483190903,20.328124127923203,78.62964849719816,91.08507386653082,51.069791136016306,63.5085728308903,53.50475214826167
4966,"C.Uyemura & Co.,Ltd.",Chemicals,375849970000.0,85.78222284715801,34.6957358932857,78.62964849719816,14.365766683647479,51.069791136016306,53.36834348032234,62.544349593414545
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,19166634300.0,40.78909864276419,81.0838589049506,95.72083545593479,79.24095771777891,51.069791136016306,74.20868768035712,67.16589603491647
6744,NOHMI BOSAI LTD.,Electric Appliances,276503503990.0,67.13620905021897,74.60132834737958,95.72083545593479,22.28731533367295,51.069791136016306,64.93642204680157,72.1320409973874
6282,OILES CORPORATION,Machinery,76262424425.0,67.35696516019004,50.38898811184907,88.18135506877228,60.9271523178808,51.069791136016306,66.71361516467306,64.24927486920693
6306,"NIKKO CO.,LTD.",Machinery,32483703200.0,41.048341458683424,78.98777697159122,88.18135506877228,52.95466123280693,51.069791136016306,65.29303368296345,64.82181615876581
6850,Chino Corporation,Electric Appliances,13988941820.0,62.027211969767684,67.19247083775186,95.72083545593479,89.174732552216,51.069791136016306,78.5288127039176,69.00257734986766
6676,BUFFALO INC.,Electric Appliances,35976213000.0,52.59102659612657,24.037087682089634,95.72083545593479,81.86449312277126,51.069791136016306,63.553360714230564,55.85468521754183
6969,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,6507408800.0,49.23492194671138,21.28129709214712,95.72083545593479,34.64085583290881,51.069791136016306,50.21947758192553,54.326711407702405
6143,"Sodick Co.,Ltd.",Machinery,101447421217.0,43.21181699643383,78.3125523246079,88.18135506877228,38.690779419256245,51.069791136016306,62.09912595226756,65.19387888145758
6384,"SHOWA SHINKU CO.,LTD.",Machinery,10818730800.0,49.81152748994444,11.461935591895966,88.18135506877228,47.860417727967395,51.069791136016306,49.32880896964502,50.13115232165725
6678,"Techno Medica Co.,Ltd.",Electric Appliances,13669535900.0,64.26962960622049,24.874979070156833,95.72083545593479,62.35354049923586,51.069791136016306,61.804746157886996,58.98380881708211
4732,"USS Co.,Ltd.",Services,836399498400.0,91.2895933658717,57.98013060222135,54.3555781966378,16.709118695873663,51.069791136016306,55.083605215151124,63.67377332518679
6823,"RION CO.,LTD.",Electric Appliances,44842616000.0,73.99481877530813,64.53092035497014,95.72083545593479,46.790626591951096,51.069791136016306,70.25930029454103,71.32909143055734
6675,"SAXA,Inc.",Electric Appliances,11039741234.0,61.86015510155581,63.14413685326785,95.72083545593479,97.50382068262863,51.069791136016306,79.55723702334677,67.94872963669368
6863,NIRECO CORPORATION,Electric Appliances,19443142257.0,77.02993116843373,67.52120890774125,95.72083545593479,54.788588894549164,51.069791136016306,73.76514110666473,72.83544166703152
6859,ESPEC CORP.,Electric Appliances,87076383330.0,61.31773482956156,78.78852486465368,95.72083545593479,42.562404482934284,51.069791136016306,69.59737490827106,71.72422157154158
4186,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,1280297040000.0,81.07360785841404,88.4242618741977,78.62964849719816,9.7809475292919,3.922567498726439,64.47711643977544,63.01252143213408
6670,"MCJ Co.,Ltd.",Electric Appliances,214420590700.0,63.807999247092624,50.616453647374,95.72083545593479,31.940906775343862,51.069791136016306,60.52154878143632,65.30376987160443
6144,"Seibu Electric & Machinery Co.,Ltd.",Machinery,42024990400.0,42.840105059240635,61.42775018139197,95.72083545593479,38.46153846153847,51.069791136016306,59.612557289526464,62.76462045814593
7713,"SIGMA KOKI CO.,LTD.",Precision Instruments,16459097872.0,53.57798648225398,20.458614723447006,95.72083545593479,52.67447784004075,51.069791136016306,55.607978625419136,55.20680694941302
6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,8735395800.0,34.9663371785785,81.17209912373724,95.72083545593479,59.93377483443709,51.069791136016306,67.94826164817191,65.73226572356671
6963,ROHM COMPANY LIMITED,Electric Appliances,2000200698200.0,36.408562756934714,4.111318859184015,95.72083545593479,12.480896586856852,3.9735099337748347,37.18040341472759,35.05355675145709
4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,28600845000.0,70.73091559122531,85.87500697661439,78.62964849719816,82.5012735608762,51.069791136016306,79.43421115647851,71.57634055026354
6890,Ferrotec Corporation,Electric Appliances,380182857880.0,44.67988211571786,46.75350226042306,95.72083545593479,39.633214467651555,3.616912888436067,56.69685857493182,47.69278318012795
6668,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Electric Appliances,27372523500.0,69.99523471811834,20.062315119718704,95.72083545593479,38.99643402954661,51.069791136016306,56.19370483082961,59.212044107447035
6402,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,6648088000.0,45.142540840268765,62.723865602500425,88.18135506877228,71.24299541518084,51.069791136016306,66.82268923168058,61.77938816188944
4800,Oricon Inc.,Information & Communication,17371435200.0,90.72780163648913,23.090054138527655,66.17422312786552,32.06826286296485,51.069791136016306,53.01508544146179,57.76546750972466
6653,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,30188904840.0,54.158385655027146,67.85477479488755,95.72083545593479,39.811512990320935,51.069791136016306,64.3863772240426,67.20094676046645
6235,"OPTORUN CO.,LTD.",Machinery,147291937500.0,59.1738459691429,5.9583077524139085,88.18135506877228,13.219561895058582,51.069791136016306,41.633267671346914,51.09582498158635
6380,"ORIENTAL CHAIN MFG. CO.,LTD.",Machinery,7234048260.0,26.08873799694517,45.91667131774293,88.18135506877228,7.6158940397351,51.069791136016306,41.95066460579888,52.814138879869176
6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery,620942520341.0,28.84894382811076,14.700479991069933,88.18135506877228,49.617931737137035,97.55476311767703,45.3371776562725,57.3213855014075
8725,"MS&AD Insurance Group Holdings,Inc.",Insurance,6510905706984.0,48.30771487747121,70.43910810961657,45.6444218033622,59.16963830871115,98.57361181864493,55.89022077479028,65.74121415227373
6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,70695707600.0,53.37503740405536,26.982837528604122,88.18135506877228,36.347427407030054,51.069791136016306,51.221664352115454,54.90225528436201
6485,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,28783927600.0,64.96159724486282,27.463721605179437,88.18135506877228,69.6128374936322,51.069791136016306,62.55487785311168,57.91911626370771
6209,NPR-RIKEN CORPORATION,Machinery,104385715350.0,49.91208720721815,88.04841770385667,88.18135506877228,73.58634742740702,51.069791136016306,74.93205185181353,69.30291277896585
6507,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,379473150360.0,63.97748689271741,53.067924317687115,95.72083545593479,10.723382577687214,51.069791136016306,55.87240731100663,65.95900945058891
5105,Toyo Tire Corporation,Rubber Products,566495837791.0,75.12728252481115,46.25207903108779,47.809475292919004,67.3204279164544,99.03209373408049,59.12731619131809,67.0552326457246
5406,"Kobe Steel,Ltd.",Iron and Steel,771702103480.0,36.63439256432525,54.27314840654128,22.69485481406011,87.41721854304636,99.69434538970962,50.25490358199325,53.32418529365907
6284,"NISSEI ASB MACHINE CO.,LTD.",Machinery,140466681960.0,75.16037062179203,70.49190712730926,88.18135506877228,26.82119205298013,51.069791136016306,65.16370621771343,71.22585598847247
4461,DKS Co.Ltd.,Chemicals,110697646760.0,44.50467129975913,73.37344421499135,78.62964849719816,17.294956698930207,51.069791136016306,53.45068017771971,61.894388786991236
6250,YAMABIKO CORPORATION,Machinery,152226243600.0,56.86912889916025,50.825361388625325,88.18135506877228,57.76872134488029,51.069791136016306,63.411141675359545,61.736409123143545
6517,"Denyo Co.,Ltd.",Electric Appliances,73797046000.0,56.38993969829286,51.761957917062006,95.72083545593479,63.11767702496179,51.069791136016306,66.74760252406286,63.73563105182649
6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,111949686200.0,48.693954926648644,83.86161187698833,88.18135506877228,57.99796230259806,51.069791136016306,69.68372104375183,67.95167825210639
6999,KOA CORPORATION,Electric Appliances,108458866128.0,21.27718167329391,3.345426131606854,95.72083545593479,23.306164034640855,51.069791136016306,35.912401823869104,42.853308599212966
6788,"NIHON TRIM CO.,LTD.",Electric Appliances,35636594000.0,69.53597783402711,70.44415917843389,95.72083545593479,46.612328069281716,51.069791136016306,70.57832513441937,71.69269090110302
8086,NIPRO CORPORATION,Precision Instruments,282865442112.0,33.768607034138455,62.86373276776246,95.72083545593479,56.4951604686704,51.069791136016306,62.21208393162652,60.855741598463
6247,"HISAKA WORKS,LTD.",Machinery,38623452400.0,56.22472026261073,61.89431824524195,88.18135506877228,78.73153336729496,51.069791136016306,71.25798173597998,64.34254617816032
6845,Azbil Corporation,Electric Appliances,884760934396.0,80.21685464797038,49.08701233465424,95.72083545593479,17.93173713703515,51.069791136016306,60.73910989389864,69.02362339364393
6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,9454827100.0,53.93804049506072,47.509432382653344,95.72083545593479,88.0539989811513,51.069791136016306,71.30557682870003,62.059524867416286
6923,"Stanley Electric Co.,Ltd.",Electric Appliances,534715990600.0,62.60082684538827,63.84417034101692,95.72083545593479,61.81864493122771,51.069791136016306,70.99611939339192,68.30890594458907
6331,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,26797036250.0,44.89782481696423,82.6682759390523,88.18135506877228,85.8634742740703,51.069791136016306,75.40273252471478,66.70431174020128
6457,GLORY LTD.,Machinery,229741524750.0,56.88810767256064,47.36124909304013,88.18135506877228,69.20529801324503,51.069791136016306,65.40900246190452,60.875125742597334
6763,"Teikoku Tsushin Kogyo Co.,Ltd.",Electric Appliances,28052895696.0,66.08230123799724,26.566919685215158,95.72083545593479,63.52521650534895,51.069791136016306,62.973818221124034,59.85996187879087
2461,"FAN Communications,Inc.",Services,27850380180.0,80.9006831419797,26.08997041915499,54.3555781966378,34.69179826795721,51.069791136016306,49.00950750643243,53.1040057234472
6770,"ALPS ALPINE CO.,LTD.",Electric Appliances,455314967100.0,40.19086227311581,24.008316124351175,95.72083545593479,62.42995415180846,51.069791136016306,55.58749200130256,52.74745124735452
6466,"TVE Co.,Ltd.",Machinery,9008640000.0,45.79924880226595,38.37416978288776,88.18135506877228,60.8507386653082,51.069791136016306,58.30137807980854,55.85614119748557
6371,TSUBAKIMOTO CHAIN CO.,Machinery,271693304871.0,54.46313355425419,50.270581012446286,88.18135506877228,59.34793683138054,51.069791136016306,63.06575161671333,60.99621519287227
7760,IMV CORPORATION,Precision Instruments,39971486592.0,70.43921206860169,81.69283362170006,95.72083545593479,19.307182883341824,51.069791136016306,66.7900160073946,74.73066807056321
5714,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals,607745732580.0,29.60361214071824,10.046296813082547,78.62964849719816,31.991849210392257,98.77738155883851,37.5678516653478,54.264234752459366
6518,"SANSO ELECTRIC CO.,LTD.",Electric Appliances,11012426600.0,21.531127938607735,4.221270301947871,95.72083545593479,35.81253183902191,51.069791136016306,39.321441383878074,43.13575620812668
6369,TOYO KANETSU K.K.,Machinery,17523474826.0,51.15560670427287,74.4412848133058,88.18135506877228,93.32654100866021,51.069791136016306,76.77619689875279,66.21200943059182
6989,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,19124531789.0,50.609404924667125,18.777194842886644,95.72083545593479,75.57310239429444,51.069791136016306,60.17013440444575,54.044306589876214
