cohort,portfolio,code,company_name,sector_33,market_equity_pti,moat_p,change_p,future_p,price_p,forward_return
FY2024_252d,equal25_nodiv,6249,"Gamecard Holdings,Inc.",Machinery,35706888000.0,82.92666896733488,70.72610235450665,87.03095684803002,83.95872420262666,0.0421554908292245
FY2024_252d,equal25_nodiv,7991,"MAMIYA-OP CO.,LTD",Machinery,11964864660.0,64.19516402409545,81.76439006327541,87.03095684803002,89.07129455909944,0.2869667406550855
FY2024_252d,equal25_nodiv,3856,Abalance Corporation,Electric Appliances,18151717825.0,65.13469042830162,62.97030420141319,95.28611632270169,95.26266416510319,-0.1672448201867241
FY2024_252d,equal25_nodiv,6845,Azbil Corporation,Electric Appliances,148467119320.0,74.20631838469316,64.46881988344032,95.28611632270169,83.74765478424015,0.2319083781866568
FY2024_252d,equal25_nodiv,6430,"DAIKOKU DENKI CO.,LTD.",Machinery,60165589000.0,83.58190120320744,87.1449675136297,87.03095684803002,58.77110694183865,-0.4596582072567348
FY2024_252d,equal25_nodiv,4251,KEIWA Incorporated,Chemicals,21096424688.0,81.67012566665085,84.7567313736721,77.57973733583489,69.32457786116322,0.1852351532166523
FY2024_252d,equal25_nodiv,4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,11258835200.0,63.13077807248796,78.82463540870619,77.57973733583489,93.31613508442777,0.1966103584545409
FY2024_252d,equal25_nodiv,6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,18096245160.0,61.304021346298086,80.57552199884499,95.28611632270169,74.39024390243902,0.5981535755714926
FY2024_252d,equal25_nodiv,6745,HOCHIKI CORPORATION,Electric Appliances,19361042991.30249,52.85409407308934,68.61967905614206,95.28611632270169,94.41838649155721,0.3625221200429347
FY2024_252d,equal25_nodiv,6702,Fujitsu Limited,Electric Appliances,446236128342.5,63.388399337461216,55.22723793126924,95.28611632270169,95.75515947467167,0.4363532939983581
FY2024_252d,current_weights_sectorcap2,7740,"Tamron Co.,Ltd.",Precision Instruments,37730568375.0,87.79375312780746,70.87867742341437,95.28611632270169,93.43339587242026,0.2191738646598375
FY2024_252d,current_weights_sectorcap2,6927,"Helios Techno Holding Co.,Ltd.",Electric Appliances,15607194000.0,76.92160537448167,85.17599671700293,95.28611632270169,69.65290806754221,0.0155207355287916
FY2024_252d,current_weights_sectorcap2,6905,"COSEL CO.,LTD.",Electric Appliances,38289950800.0,78.88555525735026,80.76453018499227,95.28611632270169,72.84240150093808,0.1214947422439827
FY2024_252d,current_weights_sectorcap2,6356,"NIPPON GEAR CO.,LTD.",Machinery,8271929400.0,74.2434777032373,90.63501767365032,87.03095684803002,79.36210131332082,-0.0672344657930847
FY2024_252d,current_weights_sectorcap2,6430,"DAIKOKU DENKI CO.,LTD.",Machinery,60165589000.0,83.58190120320744,87.1449675136297,87.03095684803002,58.77110694183865,-0.4596582072567348
FY2024_252d,current_weights_sectorcap2,4107,ISE CHEMICALS CORPORATION,Chemicals,11456111480.0,75.2979623419735,78.93040614986987,77.57973733583489,96.74015009380864,1.2733309923897351
FY2024_252d,current_weights_sectorcap2,4251,KEIWA Incorporated,Chemicals,21096424688.0,81.67012566665085,84.7567313736721,77.57973733583489,69.32457786116322,0.1852351532166523
FY2024_252d,current_weights_sectorcap2,7727,OVAL Corporation,Precision Instruments,10440264000.0,56.089306187527086,73.44689582038397,95.28611632270169,73.52251407129455,0.0039427540804535
FY2024_252d,current_weights_sectorcap2,3912,"Mobile Factory,Inc.",Information & Communication,7249298695.0,89.0860194791538,54.36783382692324,83.32551594746717,45.35647279549718,0.2991209265451731
FY2024_252d,current_weights_sectorcap2,3979,"ULURU.CO.,LTD.",Information & Communication,2632869750.0,80.05806924416262,67.70340021490422,64.8452157598499,76.82926829268293,0.0422676435113338
FY2024_252d,current_weights_sectorcap2,3443,"KAWADA TECHNOLOGIES,INC.",Metal Products,5154375186.820679,43.283976760377,82.26955178778081,77.57973733583489,99.953095684803,0.5127781246741294
FY2024_252d,current_weights_sectorcap2,5975,Topre Corporation,Metal Products,108555637012.0,44.678382818525755,88.14686294062462,77.57973733583489,85.95215759849907,-0.0360738763015573
FY2024_252d,current_weights_sectorcap2,5857,"ARE Holdings,Inc.",Nonferrous Metals,157769750700.0,83.97347398727977,71.28618498911685,77.57973733583489,32.012195121951216,-0.0656514260148738
FY2024_252d,current_weights_sectorcap2,6196,"Strike Group Co.,Ltd.",Services,22787321885.302734,93.97947593094636,66.96147755887357,51.571294559099435,67.70637898686678,0.2539786085688755
FY2024_252d,current_weights_sectorcap2,9534,"HOKKAIDO GAS CO.,LTD.",Electric Power and Gas,12387778118.0,58.36914226783604,58.18554898509664,77.57973733583489,99.31988742964353,-0.1180588320762452
FY2024_252d,current_weights_sectorcap2,9503,"The Kansai Electric Power Company,Incorporated",Electric Power and Gas,2410897944056.0,60.19129682344569,72.91855624987669,77.57973733583489,70.49718574108819,-0.3455410557000707
FY2024_252d,current_weights_sectorcap2,7859,ALMEDIO INC.,Other Products,8029627408.0,90.52742805093821,95.40438342976216,20.661350844277674,73.12382739212008,-0.4201031247874499
FY2024_252d,current_weights_sectorcap2,7122,"THE KINKI SHARYO CO.,LTD.",Transportation Equipment,13740875723.0,58.897123651636754,92.74931614056443,43.76172607879925,93.52720450281427,0.0402993336128369
FY2024_252d,current_weights_sectorcap2,9343,ibis inc.,Services,2459549568.0,90.0200161990419,55.78316908201904,51.571294559099435,71.90431519699811,0.0685795188078057
FY2024_252d,current_weights_sectorcap2,7299,FUJI OOZX Inc.,Transportation Equipment,3105421200.0,60.298349221362415,81.38707072809702,43.76172607879925,99.55440900562851,-0.0321964103674375
FY2024_252d,3axis_nofuture_sectorcap2,7859,ALMEDIO INC.,Other Products,8029627408.0,90.52742805093821,95.40438342976216,20.661350844277674,73.12382739212008,-0.4201031247874499
FY2024_252d,3axis_nofuture_sectorcap2,1723,"NIHON DENGI CO.,LTD.",Construction,5255692375.0,76.27999403090863,80.37223835548178,20.661350844277674,99.36679174484053,0.8477839615962699
FY2024_252d,3axis_nofuture_sectorcap2,7740,"Tamron Co.,Ltd.",Precision Instruments,37730568375.0,87.79375312780746,70.87867742341437,95.28611632270169,93.43339587242026,0.2191738646598375
FY2024_252d,3axis_nofuture_sectorcap2,4107,ISE CHEMICALS CORPORATION,Chemicals,11456111480.0,75.2979623419735,78.93040614986987,77.57973733583489,96.74015009380864,1.2733309923897351
FY2024_252d,3axis_nofuture_sectorcap2,4887,"SAWAI GROUP HOLDINGS Co.,Ltd.",Pharmaceutical,92920843167.29956,89.88350620080946,71.50339548905944,20.661350844277674,88.46153846153847,-0.1247776818143028
FY2024_252d,3axis_nofuture_sectorcap2,7122,"THE KINKI SHARYO CO.,LTD.",Transportation Equipment,13740875723.0,58.897123651636754,92.74931614056443,43.76172607879925,93.52720450281427,0.0402993336128369
FY2024_252d,3axis_nofuture_sectorcap2,6356,"NIPPON GEAR CO.,LTD.",Machinery,8271929400.0,74.2434777032373,90.63501767365032,87.03095684803002,79.36210131332082,-0.0672344657930847
FY2024_252d,3axis_nofuture_sectorcap2,7299,FUJI OOZX Inc.,Transportation Equipment,3105421200.0,60.298349221362415,81.38707072809702,43.76172607879925,99.55440900562851,-0.0321964103674375
FY2024_252d,3axis_nofuture_sectorcap2,6457,GLORY LTD.,Machinery,157374202370.0,63.20979545222849,96.1176982095932,87.03095684803002,81.82457786116322,0.3009007442429827
FY2024_252d,3axis_nofuture_sectorcap2,6675,"SAXA,Inc.",Electric Appliances,5244056062.0,63.59886667831945,78.35701924319838,95.28611632270169,98.78048780487805,0.5844499370353897
FY2024_252d,3axis_nofuture_sectorcap2,5445,"TOKYO TEKKO CO.,LTD.",Iron and Steel,15021230160.95398,72.92865961227571,68.95462447885434,20.661350844277674,97.67823639774859,0.1644792075283259
FY2024_252d,3axis_nofuture_sectorcap2,6932,ENDO Lighting Corporation,Electric Appliances,22814485224.0,70.23568552413253,82.96583421619336,95.28611632270169,85.62382739212006,0.6609352566996083
FY2024_252d,3axis_nofuture_sectorcap2,8136,"Sanrio Company,Ltd.",Wholesale Trade,46902209754.8454,76.17469868560006,75.81520347991112,20.661350844277674,84.77954971857412,1.2703434918719316
FY2024_252d,3axis_nofuture_sectorcap2,4251,KEIWA Incorporated,Chemicals,21096424688.0,81.67012566665085,84.7567313736721,77.57973733583489,69.32457786116322,0.1852351532166523
FY2024_252d,3axis_nofuture_sectorcap2,9009,"Keisei Electric Railway Co.,Ltd.",Land Transportation,282828870656.87683,63.27908845720507,82.9878359555851,41.69793621013133,88.15666041275797,-0.2581881507935969
FY2024_252d,3axis_nofuture_sectorcap2,5161,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,17027649527.5,46.757378407533736,89.3272469103933,43.76172607879925,97.34990619136961,2.688663568142822
FY2024_252d,3axis_nofuture_sectorcap2,7949,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,15571471300.0,66.11609136483563,77.6542051294632,20.661350844277674,89.42307692307693,0.4914226852878054
FY2024_252d,3axis_nofuture_sectorcap2,8117,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Wholesale Trade,32453303256.73828,86.69769732819528,61.062609214305915,20.661350844277674,85.20168855534709,0.0752194981690619
FY2024_252d,3axis_nofuture_sectorcap2,5210,"Nihon Yamamura Glass Co.,Ltd.",Glass and Ceramics Products,16868983348.0,51.60074095641289,80.62670007999822,20.661350844277674,97.20919324577861,0.6056191078858983
FY2024_252d,3axis_nofuture_sectorcap2,4528,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1031959021600.0,93.38737851438374,74.53139989671068,20.661350844277674,61.16322701688555,-0.246180184478016
FY2024_252d,moat_only_sectorcap2,3543,"KOMEDA Holdings Co.,Ltd.",Wholesale Trade,120289575000.0,98.4668188844443,1.2195121951219512,20.661350844277674,9.333958724202628,0.1387505759008249
FY2024_252d,moat_only_sectorcap2,6037,"RAKUMACHI,INC.",Services,14519366400.0,96.61383726125185,40.407350692087846,51.571294559099435,27.063789868667918,0.7474794256943471
FY2024_252d,moat_only_sectorcap2,2371,"Kakaku.com,Inc.",Services,407086803500.0,96.4197901279926,70.51424438909676,51.571294559099435,12.945590994371482,0.3420667688307837
FY2024_252d,moat_only_sectorcap2,5038,"eWeLL Co.,Ltd.",Information & Communication,30696334410.0,94.43693313483153,54.35309834145544,64.8452157598499,7.856472795497186,0.0175440719390926
FY2024_252d,moat_only_sectorcap2,3649,FINDEX Inc.,Information & Communication,18094071800.0,93.62064884296532,39.341522062742065,64.8452157598499,28.142589118198877,0.2053000898699075
FY2024_252d,moat_only_sectorcap2,4528,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1031959021600.0,93.38737851438374,74.53139989671068,20.661350844277674,61.16322701688555,-0.246180184478016
FY2024_252d,moat_only_sectorcap2,9983,"FAST RETAILING CO.,LTD.",Retail Trade,15468861285240.0,93.07229164454198,72.22701430476788,20.661350844277674,6.378986866791744,0.1462568624130096
FY2024_252d,moat_only_sectorcap2,7839,"SHOEI CO.,LTD.",Other Products,119327460336.0,92.85879449256245,45.32320340997408,20.661350844277674,25.117260787992493,-0.1560236024931698
FY2024_252d,moat_only_sectorcap2,4519,"CHUGAI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,11587793155414.0,92.77079370555397,56.81063890265216,20.661350844277674,11.632270168855534,0.2895198527591514
FY2024_252d,moat_only_sectorcap2,6417,"SANKYO CO.,LTD.",Machinery,388980577500.0,91.57676931287972,69.31180947970806,87.03095684803002,57.3170731707317,0.6017315350788313
FY2024_252d,moat_only_sectorcap2,1514,"Sumiseki Holdings,Inc.",Mining,79725955033.0,90.95990939101367,62.681010761228464,20.661350844277674,40.408067542213885,-0.5407730041126574
FY2024_252d,moat_only_sectorcap2,2222,"Kotobuki Spirits Co.,Ltd.",Foods,292052941200.0,90.77756851689469,84.03382708836718,20.661350844277674,12.171669793621012,0.1033148232151279
FY2024_252d,moat_only_sectorcap2,7859,ALMEDIO INC.,Other Products,8029627408.0,90.52742805093821,95.40438342976216,20.661350844277674,73.12382739212008,-0.4201031247874499
FY2024_252d,moat_only_sectorcap2,6861,KEYENCE CORPORATION,Electric Appliances,16418988806800.0,89.24191118893809,48.57016075172945,95.28611632270169,9.122889305816134,-0.1409027537053792
FY2024_252d,moat_only_sectorcap2,7564,"WORKMAN CO.,LTD.",Retail Trade,307262463240.0,89.03773676456049,34.836177496277365,20.661350844277674,25.914634146341463,0.8113338592950614
FY2024_252d,moat_only_sectorcap2,7730,"MANI,INC.",Precision Instruments,169058049732.0,88.71821174148434,60.29271806148379,95.28611632270169,17.870544090056285,-0.1458626770671243
FY2024_252d,moat_only_sectorcap2,6866,HIOKI E.E.CORPORATION,Electric Appliances,95277001600.0,88.49405798140768,46.69779999658733,95.28611632270169,31.54315196998124,0.1210759178999913
FY2024_252d,moat_only_sectorcap2,6146,DISCO CORPORATION,Machinery,6847649405600.0,88.41317472447054,46.115401790608196,87.03095684803002,4.901500938086304,-0.3507550070316453
FY2024_252d,moat_only_sectorcap2,7740,"Tamron Co.,Ltd.",Precision Instruments,37730568375.0,87.79375312780746,70.87867742341437,95.28611632270169,93.43339587242026,0.2191738646598375
FY2024_252d,moat_only_sectorcap2,4975,JCU CORPORATION,Chemicals,101204160470.0,87.50648291147152,32.78995677030701,77.57973733583489,27.32176360225141,-0.170844262201198
FY2024_252d,change_only_sectorcap2,3652,Digital Media Professionals Inc.,Information & Communication,8149213200.0,80.76006024034427,96.18636536615907,64.8452157598499,22.373358348968104,-0.2145889617908143
FY2024_252d,change_only_sectorcap2,6457,GLORY LTD.,Machinery,157374202370.0,63.20979545222849,96.1176982095932,87.03095684803002,81.82457786116322,0.3009007442429827
FY2024_252d,change_only_sectorcap2,3326,"RUNSYSTEM CO.,LTD.",Services,1712951500.0,22.81224077764248,95.63875413024418,51.571294559099435,19.51219512195122,0.5111662531017369
FY2024_252d,change_only_sectorcap2,7859,ALMEDIO INC.,Other Products,8029627408.0,90.52742805093821,95.40438342976216,20.661350844277674,73.12382739212008,-0.4201031247874499
FY2024_252d,change_only_sectorcap2,6016,Japan Engine Corporation,Transportation Equipment,14327494878.466797,47.29528844719374,94.72306390820233,43.76172607879925,62.07786116322702,0.3339113661297379
FY2024_252d,change_only_sectorcap2,7213,LECIP HOLDINGS CORPORATION,Transportation Equipment,9203322600.0,64.46030484350023,94.63658083632016,43.76172607879925,67.1669793621013,-0.3155210998751382
FY2024_252d,change_only_sectorcap2,5254,Arent Inc.,Information & Communication,44244359400.0,89.31448410043153,92.07498574263427,64.8452157598499,5.651969981238274,-0.4123422159887798
FY2024_252d,change_only_sectorcap2,3178,"CHIMNEY CO.,LTD.",Retail Trade,25678983000.0,51.44926635818369,92.01926670073902,20.661350844277674,14.094746716697935,-0.0749395911325947
FY2024_252d,change_only_sectorcap2,6356,"NIPPON GEAR CO.,LTD.",Machinery,8271929400.0,74.2434777032373,90.63501767365032,87.03095684803002,79.36210131332082,-0.0672344657930847
FY2024_252d,change_only_sectorcap2,8151,TOYO Corporation,Wholesale Trade,30984548000.0,69.95856392395724,89.65546055000853,20.661350844277674,52.4624765478424,0.2882396251051375
FY2024_252d,change_only_sectorcap2,6561,"HANATOUR JAPAN CO.,LTD.",Services,16485502800.0,75.76089277975292,89.59405174180944,51.571294559099435,37.4765478424015,-0.3548548407291875
FY2024_252d,change_only_sectorcap2,5161,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,17027649527.5,46.757378407533736,89.3272469103933,43.76172607879925,97.34990619136961,2.688663568142822
FY2024_252d,change_only_sectorcap2,5726,"OSAKA Titanium technologies Co.,Ltd.",Nonferrous Metals,102851807500.0,47.21698148075162,88.96912077472889,77.57973733583489,41.22889305816135,-0.4621407128926386
FY2024_252d,change_only_sectorcap2,1979,Taikisha Ltd.,Construction,87706607940.0,50.15013500630477,88.70943666822014,20.661350844277674,85.41275797373359,-0.0010868969620114
FY2024_252d,change_only_sectorcap2,2705,"OOTOYA Holdings Co.,Ltd.",Retail Trade,36886873700.0,62.66938403584578,88.64490705680174,20.661350844277674,13.133208255159474,0.0373023239404783
FY2024_252d,change_only_sectorcap2,1893,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",Construction,189029588671.59305,17.948011064213468,88.61059877553056,20.661350844277674,57.24671669793621,0.4610273724506746
FY2024_252d,change_only_sectorcap2,2801,KIKKOMAN CORPORATION,Foods,364783656636.0,54.46193348940037,88.54714592613725,20.661350844277674,37.35928705440901,-0.3181815816937963
FY2024_252d,change_only_sectorcap2,5975,Topre Corporation,Metal Products,108555637012.0,44.678382818525755,88.14686294062462,77.57973733583489,85.95215759849907,-0.0360738763015573
FY2024_252d,change_only_sectorcap2,2820,Yamami Company,Foods,32153628000.0,70.50690654016606,87.90944489758347,20.661350844277674,20.70825515947467,-0.0686195539365077
FY2024_252d,change_only_sectorcap2,3237,"INTRANCE CO.,LTD.",Real Estate,5669293824.0,53.02146734214424,87.59751301518685,20.661350844277674,4.2682926829268295,-0.4779411764705882
FY2024_252d,future_only_sectorcap2,6524,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,51857587100.0,83.53049173328579,79.2005043921592,100.0,31.94183864915572,1.5074762012251504
FY2024_252d,future_only_sectorcap2,6918,AVAL DATA CORPORATION,Electric Appliances,27959326680.0,60.112558655060084,46.34205712154011,99.953095684803,66.41651031894934,-0.5113637573775965
FY2024_252d,future_only_sectorcap2,7779,"CYBERDYNE,INC.",Precision Instruments,45815494053.0,26.062942563267192,31.54636939400265,95.28611632270169,27.4390243902439,-0.2119815668202764
FY2024_252d,future_only_sectorcap2,8086,NIPRO CORPORATION,Precision Instruments,205028963197.5,27.54125059834674,53.10666672595988,95.28611632270169,54.033771106941835,0.0901370852887966
FY2024_252d,future_only_sectorcap2,6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,13192956150.0,73.70139787973724,79.36682396837267,87.03095684803002,58.067542213883684,1.746851748261315
FY2024_252d,future_only_sectorcap2,6222,"SHIMA SEIKI MFG.,LTD.",Machinery,58332378000.0,26.942233195756,58.419806632363304,87.03095684803002,44.629455909943715,-0.4069254997223052
FY2024_252d,future_only_sectorcap2,4658,"Nippon Air Conditioning Services Co.,Ltd.",Services,38073539200.0,47.216066435468164,53.82264405427002,83.39587242026266,41.48686679174484,0.0281333250894506
FY2024_252d,future_only_sectorcap2,4374,ROBOT PAYMENT INC.,Information & Communication,8192472948.0,62.40377240746723,76.96740200238273,83.32551594746717,13.320825515947467,0.0988179885155855
FY2024_252d,future_only_sectorcap2,3912,"Mobile Factory,Inc.",Information & Communication,7249298695.0,89.0860194791538,54.36783382692324,83.32551594746717,45.35647279549718,0.2991209265451731
FY2024_252d,future_only_sectorcap2,7266,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipment,13507766284.0,17.913895351659612,69.29891135026159,83.25515947467167,51.008442776735464,0.143385924322049
FY2024_252d,future_only_sectorcap2,5950,"JAPAN POWER FASTENING CO.,LTD.",Metal Products,3383776980.0,34.2969721691933,69.57686153544556,83.16135084427768,59.9906191369606,-0.2393408416319333
FY2024_252d,future_only_sectorcap2,5801,"Furukawa Electric Co.,Ltd.",Nonferrous Metals,286053555935.0,15.558827216032515,36.204607605829636,83.16135084427768,41.79174484052533,0.7568552822860313
FY2024_252d,future_only_sectorcap2,5802,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,1942861107061.0,42.08799991905828,68.16536921253153,83.16135084427768,63.32082551594747,0.3379728351482358
FY2024_252d,future_only_sectorcap2,4657,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",Services,2176798205.0,43.04094713010828,77.06512924154639,83.06754221388368,65.0093808630394,-0.0400179720137727
FY2024_252d,future_only_sectorcap2,4275,"Carlit Co.,Ltd.",Chemicals,34667081300.0,49.15831769185472,53.27248969401855,77.57973733583489,55.0656660412758,-0.1575617482484604
FY2024_252d,future_only_sectorcap2,4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,48174588565.686035,64.25329476563175,7.797406913384947,77.57973733583489,86.81988742964353,-0.0402238135160426
FY2024_252d,future_only_sectorcap2,7989,TACHIKAWA CORPORATION,Metal Products,30494430600.0,57.543846332574745,43.64257204418917,77.57973733583489,73.24108818011257,0.7910755242107825
FY2024_252d,future_only_sectorcap2,7692,EARTH INFINITY CO.LTD.,Electric Power and Gas,9361067000.0,36.57685018040409,31.215596231081804,77.57973733583489,5.886491557223264,0.2586854965535221
FY2024_252d,future_only_sectorcap2,9519,"RENOVA,Inc.",Electric Power and Gas,80385255600.0,2.1743334763420505,15.534918810022047,77.57973733583489,4.24484052532833,-0.2889546351084813
FY2024_252d,future_only_sectorcap2,6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,78458142916.0,55.81928489833249,78.54383926566955,43.76172607879925,58.348968105065666,0.2027920948308943
FY2024_252d,price_only_sectorcap2,8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,7648983963.0,27.959656082373044,42.510151892838216,20.661350844277674,100.0,0.0726177892788679
FY2024_252d,price_only_sectorcap2,3443,"KAWADA TECHNOLOGIES,INC.",Metal Products,5154375186.820679,43.283976760377,82.26955178778081,77.57973733583489,99.953095684803,0.5127781246741294
FY2024_252d,price_only_sectorcap2,7299,FUJI OOZX Inc.,Transportation Equipment,3105421200.0,60.298349221362415,81.38707072809702,43.76172607879925,99.55440900562851,-0.0321964103674375
FY2024_252d,price_only_sectorcap2,1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,68060876136.0,73.82141211196476,24.2972100764682,20.661350844277674,99.53095684803002,-0.1421180524147458
FY2024_252d,price_only_sectorcap2,1866,KITANO CONSTRUCTION CORP.,Construction,5374174687.5,34.59854096900053,56.80952505211447,20.661350844277674,99.46060037523452,0.1255490330352642
FY2024_252d,price_only_sectorcap2,8078,"HANWA CO.,LTD.",Wholesale Trade,50103271680.0,14.521016509077274,23.59411888527553,20.661350844277674,99.43714821763602,-0.0351095109245657
FY2024_252d,price_only_sectorcap2,1723,"NIHON DENGI CO.,LTD.",Construction,5255692375.0,76.27999403090863,80.37223835548178,20.661350844277674,99.36679174484053,0.8477839615962699
