code,F_ROA,F_CFO,F_DROA,F_ACCRUAL,F_DMARGIN,F_DTURN,F_DLEVER,F_DLIQUID,EQ_OFFER,available_signal_score,available_signal_count,available_signal_max,implemented_signals,missing_signals,reason_for_missing,score_label
1435,1,1,1,0,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1436,1,0,0,0,,1,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1438,1,1,1,0,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1443,1,1,0,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1444,1,0,1,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1446,1,1,1,1,,1,1,,,6.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1447,1,1,1,0,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1450,1,1,1,1,,0,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1491,1,1,1,0,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1514,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1515,1,1,1,1,,1,0,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1518,1,1,0,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1662,1,1,1,1,,1,1,,,6.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1663,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1716,1,1,0,1,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1717,1,0,1,0,,0,1,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1718,1,0,1,0,,1,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1719,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1720,1,1,0,1,,0,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1721,1,1,1,0,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1723,1,1,1,1,,0,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1724,1,1,0,1,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1726,1,1,0,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1736,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1758,1,1,1,1,,0,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1762,1,1,0,0,,1,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1764,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1766,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1768,1,0,1,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1770,1,1,1,0,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1776,1,0,0,0,,1,1,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1780,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1786,1,1,0,1,,0,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1787,1,1,1,0,,0,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1788,1,1,1,0,,0,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1793,1,0,1,0,,0,1,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1795,1,1,1,1,,1,1,,,6.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1798,1,1,0,1,,1,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1799,1,1,1,1,,1,0,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1801,1,0,1,0,,1,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1802,1,1,1,0,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1803,1,1,1,1,,0,0,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1807,1,0,0,0,,1,1,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1808,1,1,0,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1810,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1811,1,0,1,0,,0,1,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1812,1,1,0,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1813,1,1,0,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1814,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1815,1,0,0,0,,0,0,,,1.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1820,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1822,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1826,1,1,1,1,,1,0,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1827,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1828,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1833,1,0,0,0,,1,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1835,1,1,1,0,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1840,1,1,0,1,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1844,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1847,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1848,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1850,1,0,1,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1852,1,1,0,1,,0,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1853,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1860,1,1,1,1,,1,0,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1861,1,1,1,0,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1866,1,0,0,0,,0,1,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1867,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1870,1,0,0,0,,1,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1871,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1873,1,1,1,1,,1,1,,,6.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1878,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1879,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1882,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1885,1,0,1,0,,1,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1887,1,1,1,1,,0,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1888,1,0,0,0,,0,1,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1893,1,0,0,0,,1,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1897,1,1,0,0,,0,0,,,2.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1898,1,0,1,0,,1,0,,,3.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1899,1,1,1,0,,0,1,,,4.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
1904,1,1,1,0,,1,1,,,5.0,6,6,F_ROA;F_CFO;F_DROA;F_ACCRUAL;F_DTURN;F_DLEVER,F_DMARGIN;F_DLIQUID;EQ_OFFER,"gross margin, current ratio, and equity issuance inputs unavailable",Piotroski available signal score
