code,ticker,company_name,avg_daily_value_60d,avg_volume_60d,median_daily_value_60d,liquidity_available,liquidity_flag,liquidity_exclusion_flag,liquidity_reason
6997,6997.T,NIPPON CHEMI-CON CORPORATION,2509765510.0,833498.3333333334,1686372350.0,True,pass,False,pass
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",16527721.666666666,37008.333333333336,13442700.0,True,pass,False,pass
7722,7722.T,"KOKUSAI CO.,LTD.",54644238.333333336,66101.66666666667,47524200.0,True,pass,False,pass
6822,6822.T,"Oi Electric Co.,Ltd.",61122391.666666664,11130.0,45100000.0,True,pass,False,pass
5802,5802.T,"Sumitomo Electric Industries,Ltd.",83977180426.66667,8061961.666666667,78472949000.0,True,pass,False,pass
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",1653026941.6666667,1037008.3333333334,1565786775.0,True,pass,False,pass
6870,6870.T,"Fenwal Controls of Japan,Ltd.",16554598.333333334,6790.0,4719450.0,True,pass,False,pass
6508,6508.T,MEIDENSHA CORPORATION,2498441766.6666665,282205.0,2149919000.0,True,pass,False,pass
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,17595786.666666668,7888.333333333333,15063150.0,True,pass,False,pass
6998,6998.T,"Nippon Tungsten Co.,Ltd.",143292433.33333334,66923.33333333333,126252900.0,True,pass,False,pass
6644,6644.T,"Osaki Electric Co.,Ltd.",601225355.0,332355.0,498349850.0,True,pass,False,pass
6861,6861.T,KEYENCE CORPORATION,57849066450.0,845955.0,47765129000.0,True,pass,False,pass
6928,6928.T,"ENOMOTO Co.,Ltd.",157416883.33333334,48461.666666666664,112242500.0,True,pass,False,pass
6134,6134.T,FUJI CORPORATION,4464392523.333333,696685.0,3108383550.0,True,pass,False,pass
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",1680150.0,275.0,622500.0,True,exclude,True,avg_daily_value_60d_below_3m
7740,7740.T,"Tamron Co.,Ltd.",476014856.6666667,459750.0,404951000.0,True,pass,False,pass
6498,6498.T,KITZ CORPORATION,771858006.6666666,374038.3333333333,589165850.0,True,pass,False,pass
6674,6674.T,GS Yuasa Corporation,6837601991.666667,1174581.6666666667,6379512000.0,True,pass,False,pass
6417,6417.T,"SANKYO CO.,LTD.",2076866637.5,1091643.3333333333,1869097275.0,True,pass,False,pass
6794,6794.T,"Foster Electric Company,Limited",557762190.0,185288.33333333334,458892500.0,True,pass,False,pass
4975,4975.T,JCU CORPORATION,690168716.6666666,105966.66666666667,592309000.0,True,pass,False,pass
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",8569355.0,7966.666666666667,4396500.0,True,review,False,avg_daily_value_60d_below_10m
7261,7261.T,Mazda Motor Corporation,8166730167.29655,7531230.0,7308546250.0,True,pass,False,pass
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",57739528.333333336,70208.33333333333,31767550.0,True,pass,False,pass
6787,6787.T,"Meiko Electronics Co.,Ltd.",17151093200.0,577461.6666666666,15274925000.0,True,pass,False,pass
6651,6651.T,NITTO KOGYO CORPORATION,402120600.0,87856.66666666667,368458500.0,True,pass,False,pass
6156,6156.T,A-ONE SEIMITSU INC.,32737273.333333332,16483.333333333332,30264250.0,True,pass,False,pass
4022,4022.T,"Rasa Industries,Ltd.",2427613683.3333335,1290770.0,1741718500.0,True,pass,False,pass
4966,4966.T,"C.Uyemura & Co.,Ltd.",1321243000.0,58083.333333333336,1245491000.0,True,pass,False,pass
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",114870116.66666667,48331.666666666664,93981000.0,True,pass,False,pass
6744,6744.T,NOHMI BOSAI LTD.,513833116.6666667,116010.0,482662750.0,True,pass,False,pass
6282,6282.T,OILES CORPORATION,320586861.6666667,127843.33333333333,248347750.0,True,pass,False,pass
6306,6306.T,"NIKKO CO.,LTD.",68182170.0,84183.33333333333,56677750.0,True,pass,False,pass
6706,6706.T,"DKK Co.,Ltd.",118196791.66666667,36243.333333333336,99704500.0,True,pass,False,pass
6365,6365.T,DMW CORPORATION,13054350.0,2270.0,9939500.0,True,pass,False,pass
6850,6850.T,Chino Corporation,105882811.66666667,66815.0,84857200.0,True,pass,False,pass
6676,6676.T,BUFFALO INC.,192503180.0,78305.0,159057450.0,True,pass,False,pass
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",78829205.0,50540.0,43287750.0,True,pass,False,pass
6743,6743.T,"Daido Signal Co.,Ltd.",22156511.666666668,27663.333333333332,16231050.0,True,pass,False,pass
6143,6143.T,"Sodick Co.,Ltd.",784301170.0,494648.3333333333,674337600.0,True,pass,False,pass
6384,6384.T,"SHOWA SHINKU CO.,LTD.",38555286.666666664,21951.666666666668,26957750.0,True,pass,False,pass
6265,6265.T,CONVUM Ltd.,5922963.333333333,2071.6666666666665,2599000.0,True,review,False,avg_daily_value_60d_below_10m
6848,6848.T,DKK-TOA CORPORATION,3588115.0,4050.0,3285750.0,True,review,False,avg_daily_value_60d_below_10m
6403,6403.T,"SUIDO KIKO KAISHA,LTD.",22949025.0,5691.666666666667,12052500.0,True,pass,False,pass
6678,6678.T,"Techno Medica Co.,Ltd.",27208198.333333332,12348.333333333334,20650600.0,True,pass,False,pass
4732,4732.T,"USS Co.,Ltd.",2247686507.5,1294365.0,2026855275.0,True,pass,False,pass
6823,6823.T,"RION CO.,LTD.",241048556.66666666,74433.33333333333,214123500.0,True,pass,False,pass
6675,6675.T,"SAXA,Inc.",112361550.2709961,49545.0,79643250.0,True,pass,False,pass
6863,6863.T,NIRECO CORPORATION,54529948.333333336,24136.666666666668,41695600.0,True,pass,False,pass
6859,6859.T,ESPEC CORP.,315088283.3333333,91743.33333333333,268659000.0,True,pass,False,pass
4186,4186.T,"TOKYO OHKA KOGYO CO.,LTD.",10657716856.666666,1133830.0,9331294450.0,True,pass,False,pass
6161,6161.T,ESTIC CORPORATION,11086126.666666666,10830.0,8527950.0,True,pass,False,pass
6670,6670.T,"MCJ Co.,Ltd.",1258634811.6666667,569006.6666666666,1001684200.0,True,pass,False,pass
6144,6144.T,"Seibu Electric & Machinery Co.,Ltd.",27735658.333333332,9360.0,19162000.0,True,pass,False,pass
7713,7713.T,"SIGMA KOKI CO.,LTD.",171083445.0,84096.66666666667,147747650.0,True,pass,False,pass
6858,6858.T,"ONO SOKKI Co.,Ltd.",70772015.0,85713.33333333333,41359000.0,True,pass,False,pass
6963,6963.T,ROHM COMPANY LIMITED,21982562685.833332,5860376.666666667,19256716750.0,True,pass,False,pass
4972,4972.T,"Soken Chemical & Engineering Co.,Ltd.",220640216.66666666,66218.33333333333,160096000.0,True,pass,False,pass
6396,6396.T,"Unozawa-gumi Iron Works,Limited",3287391.6666666665,843.3333333333334,1217250.0,True,review,False,avg_daily_value_60d_below_10m
6890,6890.T,Ferrotec Corporation,6870683066.666667,872575.0,4748257500.0,True,pass,False,pass
6392,6392.T,YAMADA CORPORATION,6657383.333333333,975.0,2546000.0,True,review,False,avg_daily_value_60d_below_10m
6668,6668.T,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",272506041.6666667,103418.33333333333,206655750.0,True,pass,False,pass
6402,6402.T,"KANEMATSU ENGINEERING CO.,LTD.",52613461.666666664,29686.666666666668,39840450.0,True,pass,False,pass
4800,4800.T,Oricon Inc.,139246386.66666666,122053.33333333333,20900850.0,True,pass,False,pass
6653,6653.T,"SEIKO ELECTRIC CO.,LTD.",376538168.3333333,153895.0,306903000.0,True,pass,False,pass
6488,6488.T,Yoshitake Inc.,6688561.666666667,7021.666666666667,3992200.0,True,review,False,avg_daily_value_60d_below_10m
6235,6235.T,"OPTORUN CO.,LTD.",2544277095.0,713055.0,2040761500.0,True,pass,False,pass
6380,6380.T,"ORIENTAL CHAIN MFG. CO.,LTD.",46343541.666666664,11316.666666666666,38203000.0,True,pass,False,pass
7721,7721.T,TOKYO KEIKI INC.,2532862416.6666665,342780.0,2275120000.0,True,pass,False,pass
6742,6742.T,"Kyosan Electric Manufacturing Co.,Ltd.",166148170.0,238550.0,145612500.0,True,pass,False,pass
6302,6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",4214246596.6666665,801410.0,3751264600.0,True,pass,False,pass
6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",2903384098.3333335,2128335.0,1457331700.0,True,pass,False,pass
6267,6267.T,"GENERAL PACKER CO.,LTD.",3898533.3333333335,1008.3333333333334,2716000.0,True,review,False,avg_daily_value_60d_below_10m
6485,6485.T,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",49408115.0,31556.666666666668,40856200.0,True,pass,False,pass
6209,6209.T,NPR-RIKEN CORPORATION,380093691.6666667,96976.66666666667,305875500.0,True,pass,False,pass
6507,6507.T,"SINFONIA TECHNOLOGY CO.,LTD.",2806482233.3333335,214516.66666666666,2422662000.0,True,pass,False,pass
5105,5105.T,Toyo Tire Corporation,3965561160.0,1038821.6666666666,3043843850.0,True,pass,False,pass
5406,5406.T,"Kobe Steel,Ltd.",4657884126.666667,2363693.3333333335,3923774175.0,True,pass,False,pass
6284,6284.T,"NISSEI ASB MACHINE CO.,LTD.",399742916.6666667,46936.666666666664,333648500.0,True,pass,False,pass
4461,4461.T,DKS Co.Ltd.,1946619916.6666667,214500.0,1614046500.0,True,pass,False,pass
6250,6250.T,YAMABIKO CORPORATION,428673725.0,114391.66666666667,410110750.0,True,pass,False,pass
6517,6517.T,"Denyo Co.,Ltd.",126527425.0,34900.0,122676000.0,True,pass,False,pass
6332,6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",512639051.6666667,174453.33333333334,430994050.0,True,pass,False,pass
6999,6999.T,KOA CORPORATION,1162023816.6666667,581886.6666666666,934187600.0,True,pass,False,pass
6788,6788.T,"NIHON TRIM CO.,LTD.",67782075.0,15168.333333333334,57575000.0,True,pass,False,pass
8086,8086.T,NIPRO CORPORATION,1319637650.8333333,826516.6666666666,1101797200.0,True,pass,False,pass
6247,6247.T,"HISAKA WORKS,LTD.",119858228.33333333,75943.33333333333,101730800.0,True,pass,False,pass
6845,6845.T,Azbil Corporation,2082970090.0,1417660.0,1841300600.0,True,pass,False,pass
6748,6748.T,"SEIWA ELECTRIC MFG. CO.,LTD.",28110711.666666668,36841.666666666664,20146900.0,True,pass,False,pass
6923,6923.T,"Stanley Electric Co.,Ltd.",2066017589.1666667,657081.6666666666,1684258650.0,True,pass,False,pass
6331,6331.T,"Mitsubishi Kakoki Kaisha,Ltd.",947460003.3333334,285681.6666666667,740136000.0,True,pass,False,pass
6457,6457.T,GLORY LTD.,805967148.3333334,196715.0,766855050.0,True,pass,False,pass
6964,6964.T,"SANKO CO.,LTD.",2932850.0,4220.0,2230400.0,True,exclude,True,avg_daily_value_60d_below_3m
6763,6763.T,"Teikoku Tsushin Kogyo Co.,Ltd.",37660443.333333336,13291.666666666666,34050700.0,True,pass,False,pass
2461,2461.T,"FAN Communications,Inc.",36207763.333333336,81571.66666666667,30713900.0,True,pass,False,pass
6770,6770.T,"ALPS ALPINE CO.,LTD.",3605413966.6666665,1661306.6666666667,3000468500.0,True,pass,False,pass
6838,6838.T,"TAMAGAWA HOLDINGS CO.,LTD.",962012165.0,588230.0,739593750.0,True,pass,False,pass
6466,6466.T,"TVE Co.,Ltd.",187820350.0,38360.0,80811000.0,True,pass,False,pass
6159,6159.T,"MICRON MACHINERY CO.,LTD.",2820303.3333333335,1295.0,1991250.0,True,exclude,True,avg_daily_value_60d_below_3m
6371,6371.T,TSUBAKIMOTO CHAIN CO.,534057133.3333333,216735.0,444593900.0,True,pass,False,pass
7760,7760.T,IMV CORPORATION,411799275.0,132291.66666666666,362735000.0,True,pass,False,pass
4287,4287.T,JUST PLANNING INC.,9025088.333333334,18753.333333333332,7690000.0,True,review,False,avg_daily_value_60d_below_10m
5983,5983.T,IWABUCHI CORPORATION,17671816.666666668,1356.6666666666667,12765000.0,True,pass,False,pass
5714,5714.T,"DOWA HOLDINGS CO.,LTD.",5481967496.666667,552355.0,4823095250.0,True,pass,False,pass
6518,6518.T,"SANSO ELECTRIC CO.,LTD.",34292540.0,18263.333333333332,8866250.0,True,pass,False,pass
6369,6369.T,TOYO KANETSU K.K.,329005731.6666667,121768.33333333333,267208600.0,True,pass,False,pass
6989,6989.T,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",29394746.666666668,10970.0,25159900.0,True,pass,False,pass
6633,6633.T,CGS HOLDINGS INC.,6082273.333333333,17776.666666666668,4846400.0,True,review,False,avg_daily_value_60d_below_10m
6484,6484.T,KVK CORPORATION,3468041.6666666665,1418.3333333333333,2839200.0,True,review,False,avg_daily_value_60d_below_10m
7991,7991.T,"MAMIYA-OP CO.,LTD",39724676.666666664,30266.666666666668,35658600.0,True,pass,False,pass
6286,6286.T,SEIKO CORPORATION,12597858.333333334,7890.0,6607300.0,True,pass,False,pass
6345,6345.T,AICHI CORPORATION,255396481.66666666,185581.66666666666,209015550.0,True,pass,False,pass
6750,6750.T,"ELECOM CO.,LTD.",288509791.6666667,173958.33333333334,247560350.0,True,pass,False,pass
6436,6436.T,Amano Corporation,1123186771.6666667,296853.3333333333,1048440750.0,True,pass,False,pass
4441,4441.T,Tobila Systems Inc.,32351931.666666668,23956.666666666668,23943700.0,True,pass,False,pass
2433,2433.T,HAKUHODO DY HOLDINGS INCORPORATED,1050303739.1666666,971145.0,957519675.0,True,pass,False,pass
6820,6820.T,ICOM INCORPORATED,76239741.66666667,25065.0,47914500.0,True,pass,False,pass
6915,6915.T,"CHIYODA INTEGRE CO.,LTD.",43607491.666666664,13533.333333333334,37996000.0,True,pass,False,pass
6291,6291.T,"AIRTECH JAPAN,LTD.",67714775.0,53856.666666666664,54459500.0,True,pass,False,pass
9104,9104.T,"Mitsui O.S.K.Lines,Ltd.",31165115151.666668,4940708.333333333,25807297350.0,True,pass,False,pass
6322,6322.T,TACMINA CORPORATION,3542448.3333333335,2250.0,2357250.0,True,review,False,avg_daily_value_60d_below_10m
6597,6597.T,HPC SYSTEMS Inc.,853985185.0,266281.6666666667,224209050.0,True,pass,False,pass
6599,6599.T,"EBRAINS,INC.",42688470.0,12053.333333333334,36561750.0,True,pass,False,pass
6463,6463.T,"TPR CO.,LTD.",197617228.33333334,155790.0,162105250.0,True,pass,False,pass
1911,1911.T,"Sumitomo Forestry Co.,Ltd.",5753079290.0,4116078.3333333335,5188557825.0,True,pass,False,pass
6489,6489.T,"Maezawa Industries,Inc.",132835838.33333333,68710.0,120369350.0,True,pass,False,pass
6328,6328.T,"EBARA JITSUGYO CO.,LTD.",202292231.66666666,80945.0,168445000.0,True,pass,False,pass
2344,2344.T,"HEIAN CEREMONY SERVICE CO.,LTD.",74722575.0,51131.666666666664,45719900.0,True,pass,False,pass
7201,7201.T,"NISSAN MOTOR CO.,LTD.",10862678272.83381,29888596.666666668,10263023577.23236,True,pass,False,pass
7723,7723.T,"Aichi Tokei Denki Co.,Ltd.",81716110.0,27213.333333333332,66957900.0,True,pass,False,pass
1925,1925.T,"DAIWA HOUSE INDUSTRY CO.,LTD.",9620377458.333334,1987711.6666666667,9045638700.0,True,pass,False,pass
6486,6486.T,"EAGLE INDUSTRY CO.,LTD.",333603535.0,114241.66666666667,298533300.0,True,pass,False,pass
5803,5803.T,Fujikura Ltd.,336964991840.9042,66437440.0,319854980603.3203,True,pass,False,pass
6737,6737.T,EIZO Corporation,446824811.6666667,193071.66666666666,328006950.0,True,pass,False,pass
6146,6146.T,DISCO CORPORATION,151512555166.66666,2196380.0,144142897000.0,True,pass,False,pass
4464,4464.T,SOFT99corporation,19805116.666666668,5271.666666666667,3269000.0,True,pass,False,pass
6951,6951.T,JEOL Ltd.,2197945460.0,342195.0,1910561800.0,True,pass,False,pass
6976,6976.T,"TAIYO YUDEN CO.,LTD.",48206398838.333336,5328808.333333333,16648408750.0,True,pass,False,pass
6718,6718.T,"AIPHONE CO.,LTD.",105267921.66666667,37690.0,89438700.0,True,pass,False,pass
7409,7409.T,"AeroEdge Co.,Ltd",624474100.0,147850.0,516513000.0,True,pass,False,pass
6157,6157.T,"NS TOOL CO.,LTD.",65216200.0,72830.0,48063400.0,True,pass,False,pass
2181,2181.T,"PERSOL HOLDINGS CO.,LTD.",2518003718.737335,10620441.666666666,2243626685.874176,True,pass,False,pass
6874,6874.T,KYORITSU ELECTRIC CORPORATION,13132196.666666666,4771.666666666667,10165800.0,True,pass,False,pass
3433,3433.T,"TOCALO Co.,Ltd.",730299221.6666666,246260.0,661178700.0,True,pass,False,pass
6382,6382.T,TRINITY INDUSTRIAL CORPORATION,35749615.0,27788.333333333332,27882050.0,True,pass,False,pass
7715,7715.T,"NAGANO KEIKI CO.,LTD.",259309571.66666666,86295.0,203573250.0,True,pass,False,pass
3891,3891.T,NIPPON KODOSHI CORPORATION,798658950.0,142458.33333333334,574471250.0,True,pass,False,pass
6590,6590.T,SHIBAURA MECHATRONICS CORPORATION,8969342525.0,1837893.3333333333,7878521250.0,True,pass,False,pass
7965,7965.T,Zojirushi Corporation,296180818.3333333,184593.33333333334,248776500.0,True,pass,False,pass
6393,6393.T,"YUKEN KOGYO CO.,LTD.",11575643.333333334,3775.0,9450250.0,True,pass,False,pass
6309,6309.T,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",250461761.66666666,135721.66666666666,222948300.0,True,pass,False,pass
3712,3712.T,"Information Planning CO.,LTD.",15090305.0,14041.666666666666,14686000.0,True,pass,False,pass
5821,5821.T,HIRAKAWA HEWTECH CORP.,431267400.0,108281.66666666667,361273000.0,True,pass,False,pass
9537,9537.T,"HOKURIKU GAS CO.,LTD.",11260591.666666666,2286.6666666666665,7868000.0,True,pass,False,pass
6798,6798.T,SMK Corporation,69492110.0,21120.0,57697500.0,True,pass,False,pass
6333,6333.T,TEIKOKU CORPORATION,138555041.66666666,47288.333333333336,116273950.0,True,pass,False,pass
6856,6856.T,"HORIBA,Ltd.",4397332916.666667,204848.33333333334,4194811250.0,True,pass,False,pass
5711,5711.T,Mitsubishi Materials Corporation,8394102790.0,1593725.0,6755327100.0,True,pass,False,pass
4004,4004.T,Resonac Holdings Corporation,50704826838.333336,3546846.6666666665,40467309750.0,True,pass,False,pass
9672,9672.T,"TOKYOTOKEIBA CO.,LTD.",288405666.6666667,53653.333333333336,252071000.0,True,pass,False,pass
6272,6272.T,"RHEON AUTOMATIC MACHINERY CO.,LTD.",138759868.33333334,91860.0,123365550.0,True,pass,False,pass
6360,6360.T,"TOKYO AUTOMATIC MACHINERY WORKS,LTD.",9422941.666666666,2360.0,5103250.0,True,review,False,avg_daily_value_60d_below_10m
6841,6841.T,YOKOGAWA ELECTRIC CORPORATION,7155156395.0,1363103.3333333333,6229793200.0,True,pass,False,pass
9532,9532.T,"OSAKA GAS CO.,LTD.",7527891846.666667,1246383.3333333333,7030470800.0,True,pass,False,pass
