code,company_name,transformation_score_type,shareholder_return_data_available,reform_disclosure_data_available,fcf_proxy_available,transformation_fullness_score,transformation_fullness_note
4042,TOSOH CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8227,"SHIMAMURA Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3134,Hamee Corp.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4521,"KAKEN PHARMACEUTICAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9948,"ARCS COMPANY,LIMITED",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7280,MITSUBA Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8088,IWATANI  CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9842,ARCLANDS CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2734,SALA CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7595,ARGO GRAPHICS Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8281,"XEBIO holdings CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2491,"ValueCommerce Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5947,RINNAI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4828,Business Engineering Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8167,"RETAIL PARTNERS CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9115,"Meiji Shipping Group Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1928,"Sekisui House,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
3104,"Fujibo Holdings,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8061,SEIKA CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9989,"SUNDRUG CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8173,Joshin Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
4540,TSUMURA & CO.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2733,ARATA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8282,K'S HOLDINGS CORPORATION,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
2433,HAKUHODO DY HOLDINGS INCORPORATED,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8037,KAMEI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7912,"Dai Nippon Printing Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3087,"DOUTOR・NICHIRES Holdings Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2001,NIPPN CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9934,"INABA DENKISANGYO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2593,"ITO EN,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9832,"AUTOBACS SEVEN CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3048,BIC CAMERA INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2792,"HONEYS HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
8011,SANYO SHOKAI LTD.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6419,Mars Group Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7581,"SAIZERIYA CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2288,"MARUDAI FOOD CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6794,"Foster Electric Company,Limited",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1980,"DAI-DAN CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3349,COSMOS Pharmaceutical Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5423,"TOKYO STEEL MANUFACTURING CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8214,AOKI Holdings Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2678,ASKUL Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2659,"SAN-A CO.,LTD.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
9202,ANA HOLDINGS INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3941,"Rengo Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9470,"GAKKEN HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6814,"FURUNO ELECTRIC CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4651,SANIX HOLDINGS INCORPORATED,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2685,"and ST HD Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6460,SEGA SAMMY HOLDINGS INC.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6588,TOSHIBA TEC CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4613,"KANSAI PAINT CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4751,"CyberAgent,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7911,TOPPAN Holdings Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3148,"CREATE SD HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
3407,ASAHI KASEI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2929,"Pharma Foods International Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2726,"PAL GROUP Holdings CO.,LTD",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2002,NISSHIN SEIFUN GROUP INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7240,NOK CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7988,NIFCO INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2296,ITOHAM YONEKYU HOLDINGS INC.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5019,"Idemitsu Kosan Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
2379,dip Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5210,"Nihon Yamamura Glass Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3002,GUNZE LIMITED,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6039,"Japan Animal Referral Medical Center Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9699,"NISHIO HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4043,Tokuyama Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2269,"Meiji Holdings Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9107,"Kawasaki Kisen Kaisha,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5331,"NORITAKE CO.,LIMITED",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5440,KYOEI STEEL LTD.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3865,Hokuetsu Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9534,"HOKKAIDO GAS CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6526,Socionext Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5262,Nippon Hume Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7130,"YAMAE GROUP HOLDINGS CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7459,MEDIPAL HOLDINGS CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7245,"DAIDO METAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6463,"TPR CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2613,"J-OIL MILLS, INC.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2670,"ABC-MART,INC.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8255,Axial Retailing Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5408,"NAKAYAMA STEEL WORKS,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7606,UNITED ARROWS LTD.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6849,NIHON KOHDEN CORPORATION,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9543,"SHIZUOKA GAS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
4206,"Aica Kogyo Company,Limited",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4631,DIC Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6995,"TOKAI RIKA CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7832,Bandai Namco Holdings Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4534,"Mochida Pharmaceutical Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8217,"OKUWA CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
1766,TOKEN CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7994,OKAMURA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9603,"H.I.S.Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6580,"Writeup Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6418,"JAPAN CASH MACHINE CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3092,"ZOZO,Inc.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9247,TRE HOLDINGS CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3479,TKP Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9980,MRK HOLDINGS INC.,lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
9974,"Belc CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6209,NPR-RIKEN CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6923,"Stanley Electric Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5929,Sanwa Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4927,POLA ORBIS HOLDINGS INC.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
3050,"DCM Holdings Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4112,"Hodogaya Chemical Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6287,SATO CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7453,"RYOHIN KEIKAKU CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2201,"Morinaga & Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9404,"Nippon Television Holdings,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7610,"TAY TWO CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7984,"KOKUYO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7600,"Japan Medical Dynamic Marketing,INC.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5970,G-TEKT CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7599,IDOM Inc.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5851,RYOBI LIMITED,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2206,"Ezaki Glico Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3697,SHIFT Inc.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1301,"KYOKUYO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9409,TV Asahi Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9706,"Japan Airport Terminal Co.,ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9936,OHSHO FOOD SERVICE CORP.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6395,TADANO LTD.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8835,TAIHEIYO KOUHATSU INCORPORATED,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7550,"ZENSHO HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6436,Amano Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8291,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
