rank,code,company_name,market,sector,market_equity,bm_raw,bm_percentile,ep_raw,ep_percentile,gross_profitability,gross_profitability_percentile,piotroski_available_score,piotroski_available_max,piotroski_available_ratio,sloan_accruals,sloan_accruals_percentile,distress_flags,distress_review_flag,distress_exclusion_flag,liquidity,liquidity_flag,liquidity_exclusion_flag,anomaly_flags,selection_cell,tie_break_reason,final20_type,human_review_required,adoption_rationale,inclusion_note
11,1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Prime Market (Domestic),Construction,11559479800.0,1.905881612423424,0.8727743606345095,0.1151435897660377,0.7941818181818182,0.3467544107934711,0.6577909270216963,6.0,6,1.0,-0.0494989371393865,0.7413680781758958,,False,False,42986025.0,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Construction
12,2918,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Prime Market (Domestic),Foods,46076549760.0,1.3484299567485671,0.7322758174166397,0.1218190170322336,0.8221818181818182,0.3336243215546362,0.6390532544378699,4.0,6,0.6666666666666666,-0.0898206673817279,0.898371335504886,,False,False,376477828.3333333,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Foods
13,6257,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),Machinery,20802664000.0,2.2486543069676075,0.9096795079313694,0.1415203360492675,0.8745454545454545,0.3321798006394583,0.6370808678500987,4.0,6,0.6666666666666666,-0.0319000325315268,0.606514657980456,,False,False,39998180.0,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Machinery
14,4093,"Toho Acetylene Co.,Ltd.",Standard Market(Domestic),Chemicals,13356343000.0,1.5267935242453716,0.7963742311427646,0.1061501640082169,0.7450909090909091,0.3262003460792439,0.6295200525969756,4.0,6,0.6666666666666666,-0.0241869559531811,0.5410423452768729,,False,False,33972228.333333336,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Chemicals
15,6286,SEIKO CORPORATION,Standard Market(Domestic),Machinery,9365873350.0,1.702879315573918,0.8420200712204597,0.1116226923995294,0.7792727272727272,0.3183233608648727,0.6216305062458909,6.0,6,1.0,-0.073902725720163,0.857328990228013,,False,False,12597858.333333334,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Machinery
16,6718,"AIPHONE CO.,LTD.",Prime Market (Domestic),Electric Appliances,43894148400.0,1.521000006460998,0.7931369375202331,0.0824483474886142,0.5770909090909091,0.317190465655166,0.6206443129520053,5.0,6,0.8333333333333334,-0.0240102083440623,0.5387622149837134,,False,False,105267921.66666669,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Electric Appliances
17,4433,"HITO-Communications Holdings,Inc.",Prime Market (Domestic),Services,14809219390.0,1.276704700098308,0.7067011977986404,0.0761687682715867,0.5225454545454545,0.3163000342952329,0.6199868507560815,5.0,6,0.8333333333333334,-0.0562990423231387,0.7882736156351792,,False,False,47680553.333333336,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Services
18,2915,"KENKO Mayonnaise Co.,Ltd.",Prime Market (Domestic),Foods,28829497200.0,1.3861844250270172,0.7452249919067659,0.1215074954550369,0.8207272727272727,0.3105174030058363,0.6078238001314924,6.0,6,1.0,-0.0159899165329288,0.4677524429967427,,False,False,89062971.66666667,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Foods
19,2733,ARATA CORPORATION,Prime Market (Domestic),Wholesale Trade,83558459972.0,1.3949156080552183,0.7494334736160569,0.1240688256278769,0.8309090909090909,0.3086697377200636,0.6048652202498357,5.0,6,0.8333333333333334,0.0018832391713747,0.3172638436482085,,False,False,256909288.33333337,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Wholesale Trade
20,6658,"Shirai Electronics Industrial Co.,Ltd.",Standard Market(Domestic),Electric Appliances,6865449500.0,1.4644343389314858,0.7733894464227905,0.3055881483069681,0.9792727272727272,0.3054384702374833,0.5969756738987508,6.0,6,1.0,-0.0262068965517241,0.5586319218241043,,False,False,79449121.66666667,pass,False,,HighValuexHighQuality,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski available signal ratio, lower Sloan accruals, lower distress risk, higher liquidity, higher market cap, then sector constraint.",sector_adjusted,False,"Meets Phase1 academic value, quality, financial strength, earnings quality, distress, and tradability screens.",selected_under_sector_cap; sector_count_after_selection<=5; Electric Appliances
