code,ticker,company_name,market,sector,market_equity_final,market_equity_method,book_equity,net_income,pbr_raw,per_raw,bm_raw,bm_method,ep_raw,ep_method,bm_winsorized,ep_winsorized,bm_available,ep_available,value_metric_quality_flag,notes,anomaly_flags,gross_profitability,gross_profitability_available,available_signal_score,available_signal_max,sloan_accruals,sloan_accruals_winsorized,distress_review_flag,distress_exclusion_flag,distress_reason,avg_daily_value_60d,liquidity_flag,liquidity_exclusion_flag,anomaly_flags_review,microcap_flag,one_time_profit_suspected,bm_percentile,ep_percentile,gross_profitability_percentile,sloan_accruals_percentile,piotroski_available_ratio,phase1_final_candidate,selection_cell,distress_flags,liquidity,human_review_required,tie_break_reason,adoption_rationale,latest_price,bm_available_bool,ep_available_bool,gp_available_bool,distress_exclusion_bool,distress_review_bool,liquidity_available_bool,anomaly_exclusion_bool,gross_profitability_sector_median_or_better
9537,9537.T,"HOKURIKU GAS CO.,LTD.",Standard Market(Domestic),Electric Power and Gas,20445418500.0,close_times_edinet_shares_outstanding,52151376000.0,2019100000.0,,,2.550760993226918,book_equity_over_market_equity,0.098755620972004,net_income_over_market_equity,2.550760993226918,0.098755620972004,True,True,B_price_times_shares,,,0.3385143718369638,True,5.0,6,-0.0889844437079053,-0.0889844437079053,False,False,,11260591.666666666,pass,False,,False,False,0.9352541275493688,0.7,0.646285338593031,0.8960912052117264,0.8333333333333334,True,HighValuexHighQuality,,11260591.666666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",4355.0,True,True,True,False,False,True,False,True
2918,2918.T,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Prime Market (Domestic),Foods,46076549760.0,close_times_edinet_shares_outstanding,62131000000.0,5613000000.0,,,1.3484299567485671,book_equity_over_market_equity,0.1218190170322336,net_income_over_market_equity,1.3484299567485671,0.1218190170322336,True,True,B_price_times_shares,,,0.3336243215546362,True,4.0,6,-0.0898206673817279,-0.0898206673817279,False,False,,376477828.3333333,pass,False,,False,False,0.7322758174166397,0.8221818181818182,0.6390532544378699,0.898371335504886,0.6666666666666666,True,HighValuexHighQuality,,376477828.3333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2616.0,True,True,True,False,False,True,False,True
6257,6257.T,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),Machinery,20802664000.0,close_times_edinet_shares_outstanding,46778000000.0,2944000000.0,,,2.2486543069676075,book_equity_over_market_equity,0.1415203360492675,net_income_over_market_equity,2.2486543069676075,0.1415203360492675,True,True,B_price_times_shares,,,0.3321798006394583,True,4.0,6,-0.0319000325315268,-0.0319000325315268,False,False,,39998180.0,pass,False,,False,False,0.9096795079313694,0.8745454545454545,0.6370808678500987,0.606514657980456,0.6666666666666666,True,HighValuexHighQuality,,39998180.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",995.0,True,True,True,False,False,True,False,True
4093,4093.T,"Toho Acetylene Co.,Ltd.",Standard Market(Domestic),Chemicals,13356343000.0,close_times_edinet_shares_outstanding,20392378000.0,1417778000.0,,,1.5267935242453716,book_equity_over_market_equity,0.1061501640082169,net_income_over_market_equity,1.5267935242453716,0.1061501640082169,True,True,B_price_times_shares,,,0.3262003460792439,True,4.0,6,-0.0241869559531811,-0.0241869559531811,False,False,,33972228.333333336,pass,False,,False,False,0.7963742311427646,0.7450909090909091,0.6295200525969756,0.5410423452768729,0.6666666666666666,True,HighValuexHighQuality,,33972228.333333336,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",385.0,True,True,True,False,False,True,False,True
6286,6286.T,SEIKO CORPORATION,Standard Market(Domestic),Machinery,9365873350.0,close_times_edinet_shares_outstanding,15948952000.0,1045444000.0,,,1.702879315573918,book_equity_over_market_equity,0.1116226923995294,net_income_over_market_equity,1.702879315573918,0.1116226923995294,True,True,B_price_times_shares,,,0.3183233608648727,True,6.0,6,-0.073902725720163,-0.073902725720163,False,False,,12597858.333333334,pass,False,,False,False,0.8420200712204597,0.7792727272727272,0.6216305062458909,0.857328990228013,1.0,True,HighValuexHighQuality,,12597858.333333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1450.0,True,True,True,False,False,True,False,True
6718,6718.T,"AIPHONE CO.,LTD.",Prime Market (Domestic),Electric Appliances,43894148400.0,close_times_edinet_shares_outstanding,66763000000.0,3619000000.0,,,1.521000006460998,book_equity_over_market_equity,0.0824483474886142,net_income_over_market_equity,1.521000006460998,0.0824483474886142,True,True,B_price_times_shares,,,0.317190465655166,True,5.0,6,-0.0240102083440623,-0.0240102083440623,False,False,,105267921.66666669,pass,False,,False,False,0.7931369375202331,0.5770909090909091,0.6206443129520053,0.5387622149837134,0.8333333333333334,True,HighValuexHighQuality,,105267921.66666669,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2682.0,True,True,True,False,False,True,False,True
2915,2915.T,"KENKO Mayonnaise Co.,Ltd.",Prime Market (Domestic),Foods,28829497200.0,close_times_edinet_shares_outstanding,39963000000.0,3503000000.0,,,1.3861844250270172,book_equity_over_market_equity,0.1215074954550369,net_income_over_market_equity,1.3861844250270172,0.1215074954550369,True,True,B_price_times_shares,,,0.3105174030058363,True,6.0,6,-0.0159899165329288,-0.0159899165329288,False,False,,89062971.66666667,pass,False,,False,False,0.7452249919067659,0.8207272727272727,0.6078238001314924,0.4677524429967427,1.0,True,HighValuexHighQuality,,89062971.66666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1932.0,True,True,True,False,False,True,False,True
2733,2733.T,ARATA CORPORATION,Prime Market (Domestic),Wholesale Trade,83558459972.0,close_times_edinet_shares_outstanding,116557000000.0,10367000000.0,,,1.3949156080552183,book_equity_over_market_equity,0.1240688256278769,net_income_over_market_equity,1.3949156080552183,0.1240688256278769,True,True,B_price_times_shares,,,0.3086697377200636,True,5.0,6,0.0018832391713747,0.0018832391713747,False,False,,256909288.33333337,pass,False,,False,False,0.7494334736160569,0.8309090909090909,0.6048652202498357,0.3172638436482085,0.8333333333333334,True,HighValuexHighQuality,,256909288.33333337,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2503.0,True,True,True,False,False,True,False,True
6658,6658.T,"Shirai Electronics Industrial Co.,Ltd.",Standard Market(Domestic),Electric Appliances,6865449500.0,close_times_edinet_shares_outstanding,10054000000.0,2098000000.0,,,1.4644343389314858,book_equity_over_market_equity,0.3055881483069681,net_income_over_market_equity,1.4644343389314858,0.3055881483069681,True,True,B_price_times_shares,,,0.3054384702374833,True,6.0,6,-0.0262068965517241,-0.0262068965517241,False,False,,79449121.66666667,pass,False,,False,False,0.7733894464227905,0.9792727272727272,0.5969756738987508,0.5586319218241043,1.0,True,HighValuexHighQuality,,79449121.66666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",455.0,True,True,True,False,False,True,False,True
6445,6445.T,JANOME Corporation,Prime Market (Domestic),Machinery,21822328605.0,close_times_edinet_shares_outstanding,35442000000.0,1848000000.0,,,1.6241163187268393,book_equity_over_market_equity,0.0846839048870605,net_income_over_market_equity,1.6241163187268393,0.0846839048870605,True,True,B_price_times_shares,,,0.3030486207660843,True,6.0,6,-0.0154703832752613,-0.0154703832752613,False,False,,73976070.0,pass,False,,False,False,0.8242149562965361,0.5970909090909091,0.591387245233399,0.4618892508143323,1.0,True,HighValuexHighQuality,,73976070.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1221.0,True,True,True,False,False,True,False,True
2935,2935.T,"PICKLES HOLDINGS CO.,LTD.",Prime Market (Domestic),Foods,13517960170.0,close_times_edinet_shares_outstanding,20053000000.0,1384000000.0,,,1.4834338722570743,book_equity_over_market_equity,0.1023823108364729,net_income_over_market_equity,1.4834338722570743,0.1023823108364729,True,True,B_price_times_shares,,,0.2947291749437161,True,5.0,6,-0.0930417231909472,-0.0930417231909472,False,False,,42765180.0,pass,False,,False,False,0.7818064098413726,0.724,0.57922419460881,0.9074918566775244,0.8333333333333334,True,HighValuexHighQuality,,42765180.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1079.0,True,True,True,False,False,True,False,True
8037,8037.T,KAMEI CORPORATION,Prime Market (Domestic),Wholesale Trade,105875200740.0,close_times_edinet_shares_outstanding,166463000000.0,11348000000.0,,,1.5722567592460746,book_equity_over_market_equity,0.1071827955997696,net_income_over_market_equity,1.5722567592460746,0.1071827955997696,True,True,B_price_times_shares,,,0.2900969723426148,True,6.0,6,-0.0837228041901692,-0.0837228041901692,False,False,,185679500.0,pass,False,,False,False,0.8096471349951441,0.7516363636363637,0.5680473372781065,0.886970684039088,1.0,True,HighValuexHighQuality,,185679500.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",3460.0,True,True,True,False,False,True,False,True
8095,8095.T,"Astena Holdings Co.,Ltd.",Prime Market (Domestic),Wholesale Trade,19567334682.0,close_times_edinet_shares_outstanding,27397000000.0,2187000000.0,,,1.4001395920928623,book_equity_over_market_equity,0.1117679048037044,net_income_over_market_equity,1.4001395920928623,0.1117679048037044,True,True,B_price_times_shares,,,0.2898423933935128,True,4.0,6,-0.0172241096459969,-0.0172241096459969,False,False,,57531943.333333336,pass,False,,False,False,0.751375849789576,0.7803636363636364,0.5677186061801447,0.4804560260586319,0.6666666666666666,True,HighValuexHighQuality,,57531943.333333336,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",477.0,True,True,True,False,False,True,False,True
4998,4998.T,FUMAKILLA LIMITED,Standard Market(Domestic),Chemicals,18621948000.0,close_times_edinet_shares_outstanding,27723000000.0,1772000000.0,,,1.4887271729037157,book_equity_over_market_equity,0.0951565324959558,net_income_over_market_equity,1.4887271729037157,0.0951565324959558,True,True,B_price_times_shares,,,0.2895142240936633,True,5.0,6,-0.0005677242180589,-0.0005677242180589,False,False,,20704675.0,pass,False,,False,False,0.7847199741016511,0.6752727272727272,0.5667324128862591,0.3358306188925081,0.8333333333333334,True,HighValuexHighQuality,,20704675.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1130.0,True,True,True,False,False,True,False,True
7539,7539.T,"AINAVO HOLDINGS Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,17284191360.0,close_times_edinet_shares_outstanding,26298928000.0,1679268000.0,,,1.52155964095968,book_equity_over_market_equity,0.097156295311926,net_income_over_market_equity,1.52155964095968,0.097156295311926,True,True,B_price_times_shares,,,0.2869565574509346,True,5.0,6,-0.0317464654748201,-0.0317464654748201,False,False,,20081751.666666668,pass,False,,False,False,0.7937843962447394,0.6883636363636364,0.5627876397107167,0.6058631921824105,0.8333333333333334,True,HighValuexHighQuality,,20081751.666666668,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",744.0,True,True,True,False,False,True,False,True
7987,7987.T,"NAKABAYASHI CO.,LTD.",Standard Market(Domestic),Other Products,15160842288.0,close_times_edinet_shares_outstanding,29377000000.0,1995000000.0,,,1.937689175966976,book_equity_over_market_equity,0.1315889949979275,net_income_over_market_equity,1.937689175966976,0.1315889949979275,True,True,B_price_times_shares,,,0.2763502050049484,True,5.0,6,-0.0138979825227631,-0.0138979825227631,False,False,,42081025.0,pass,False,,False,False,0.8769828423438005,0.8530909090909091,0.5414201183431953,0.4478827361563517,0.8333333333333334,True,HighValuexHighQuality,,42081025.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",552.0,True,True,True,False,False,True,False,True
7551,7551.T,"WEDS CO.,LTD.",Standard Market(Domestic),Transportation Equipment,10665380390.0,close_times_edinet_shares_outstanding,18817991000.0,1602878000.0,,,1.7643994224194754,book_equity_over_market_equity,0.1502879354873155,net_income_over_market_equity,1.7643994224194754,0.1502879354873155,True,True,B_price_times_shares,,,0.2757090177933704,True,4.0,6,-0.0306842836147323,-0.0306842836147323,False,False,,15931986.666666666,pass,False,,False,False,0.8523794108125607,0.8916363636363637,0.539776462853386,0.5980456026058631,0.6666666666666666,True,HighValuexHighQuality,,15931986.666666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",665.0,True,True,True,False,False,True,False,True
5958,5958.T,"SANYO INDUSTRIES,LTD.",Standard Market(Domestic),Metal Products,13289624000.0,close_times_edinet_shares_outstanding,20970000000.0,1651000000.0,,,1.577922746347075,book_equity_over_market_equity,0.1242322581887945,net_income_over_market_equity,1.577922746347075,0.1242322581887945,True,True,B_price_times_shares,,,0.2750207840378589,True,4.0,6,-0.0053199861491484,-0.0053199861491484,False,False,,28586533.333333332,pass,False,,False,False,0.8112657818064098,0.8316363636363636,0.5384615384615384,0.3726384364820847,0.6666666666666666,True,HighValuexHighQuality,,28586533.333333332,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",4220.0,True,True,True,False,False,True,False,True
2003,2003.T,"NITTO FUJI FLOUR MILLING CO.,LTD.",Standard Market(Domestic),Foods,15435655776.0,close_times_edinet_shares_outstanding,49426000000.0,3564000000.0,,,3.20206674191644,book_equity_over_market_equity,0.230893980257156,net_income_over_market_equity,3.20206674191644,0.230893980257156,True,True,B_price_times_shares,,,0.2692783053552152,True,5.0,6,-0.0229623070111269,-0.0229623070111269,False,False,,44604015.0,pass,False,,False,False,0.9702168986727095,0.9596363636363636,0.5276134122287969,0.5309446254071661,0.8333333333333334,True,HighValuexHighQuality,,44604015.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1692.0,True,True,True,False,False,True,False,True
6229,6229.T,OKUMURA ENGINEERING corp.,Standard Market(Domestic),Machinery,7016057200.0,close_times_edinet_shares_outstanding,10312567000.0,553410000.0,,,1.4698521842153738,book_equity_over_market_equity,0.0788776351481285,net_income_over_market_equity,1.4698521842153738,0.0788776351481285,True,True,B_price_times_shares,,,0.2646185059934391,True,5.0,6,-0.0440981627602843,-0.0440981627602843,False,False,,49585320.0,pass,False,,False,False,0.7753318225963095,0.5436363636363636,0.5141354372123603,0.7052117263843648,0.8333333333333334,True,HighValuexHighQuality,,49585320.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1546.0,True,True,True,False,False,True,False,True
5018,5018.T,MORESCO Corporation,Standard Market(Domestic),Oil and Coal Products,17840476800.0,close_times_edinet_shares_outstanding,26883000000.0,1735000000.0,,,1.506854345955597,book_equity_over_market_equity,0.0972507640602968,net_income_over_market_equity,1.506854345955597,0.0972507640602968,True,True,B_price_times_shares,,,0.2629785191407656,True,6.0,6,-0.0299482450136292,-0.0299482450136292,False,False,,71094721.66666667,pass,False,,False,False,0.7902233732599547,0.6887272727272727,0.5105193951347797,0.5918566775244299,1.0,True,HighValuexHighQuality,,71094721.66666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1944.0,True,True,True,False,False,True,False,True
7991,7991.T,"MAMIYA-OP CO.,LTD",Standard Market(Domestic),Machinery,11024823600.0,close_times_edinet_shares_outstanding,25120683000.0,4746929000.0,,,2.2785564569033103,book_equity_over_market_equity,0.4305673425922207,net_income_over_market_equity,2.2785564569033103,0.4305673425922207,True,True,B_price_times_shares,,,0.2596348132457415,True,6.0,6,-0.0488472781752161,-0.0488472781752161,False,False,,39724676.666666664,pass,False,,False,False,0.9119456134671414,0.9890909090909092,0.5046022353714661,0.7371335504885994,1.0,True,HighValuexHighQuality,,39724676.666666664,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1080.0,True,True,True,False,False,True,False,True
